0,0
1,0
2,0
3,0
4,1
5,0
6,1
7,1
8,0
9,0
10,0
11,2
12,0
13,0
14,0
15,2
16,1
17,0
18,1
19,0
20,0
21,0
22,0
23,0
24,2
25,0
26,1
27,0
28,0
29,0
30,0
31,0
32,1
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,2
41,1
42,0
43,0
44,2
45,1
46,1
47,1
48,2
49,0
50,0
51,0
52,1
53,2
54,0
55,0
56,1
57,0
58,1
59,0
60,0
61,0
62,0
63,2
64,1
65,0
66,1
67,0
68,0
69,1
70,0
71,2
72,0
73,0
74,0
75,1
76,0
77,2
78,1
79,0
80,0
81,0
82,2
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,2
93,0
94,0
95,0
96,1
97,0
98,0
99,1
100,0
101,0
102,0
103,0
104,0
105,0
106,2
107,1
108,1
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,1
125,0
126,1
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,1
135,0
136,0
137,0
138,1
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,2
148,2
149,0
150,1
151,0
152,0
153,1
154,2
155,1
156,0
157,2
158,0
159,2
160,0
161,0
162,2
163,0
164,0
165,2
166,1
167,0
168,0
169,0
170,1
171,0
172,0
173,0
174,1
175,0
176,2
177,0
178,0
179,0
180,2
181,0
182,2
183,0
184,0
185,0
186,2
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,2
195,0
196,0
197,0
198,0
199,1
200,2
201,1
202,0
203,1
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,2
212,1
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,2
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,1
236,0
237,2
238,0
239,1
240,0
241,0
242,0
243,0
244,0
245,2
246,0
247,0
248,2
249,2
250,0
251,0
252,1
253,1
254,0
255,0
256,0
257,0
258,1
259,0
260,0
261,0
262,0
263,1
264,1
265,2
266,0
267,0
268,1
269,0
270,0
271,1
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,2
281,0
282,1
283,2
284,1
285,1
286,2
287,0
288,0
289,0
290,1
291,2
292,0
293,0
294,0
295,0
296,0
297,0
298,1
299,0
300,0
301,0
302,2
303,0
304,0
305,0
306,1
307,2
308,0
309,1
310,0
311,2
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,1
320,2
321,0
322,1
323,0
324,0
325,1
326,1
327,2
328,1
329,2
330,0
331,1
332,1
333,0
334,0
335,2
336,0
337,2
338,2
339,0
340,1
341,0
342,1
343,0
344,0
345,1
346,0
347,2
348,0
349,0
350,0
351,2
352,0
353,1
354,0
355,2
356,0
357,2
358,0
359,0
360,0
361,0
362,0
363,0
364,1
365,0
366,0
367,0
368,1
369,0
370,1
371,0
372,0
373,2
374,1
375,0
376,0
377,2
378,0
379,1
380,0
381,2
382,0
383,0
384,0
385,1
386,2
387,0
388,0
389,1
390,0
391,1
392,0
393,0
394,2
395,0
396,1
397,0
398,1
399,1
400,2
401,1
402,0
403,0
404,0
405,1
406,1
407,1
408,1
409,2
410,0
411,1
412,1
413,0
414,0
415,0
416,2
417,0
418,2
419,1
420,0
421,0
422,0
423,0
424,2
425,0
426,0
427,1
428,1
429,1
430,0
431,2
432,1
433,2
434,0
435,0
436,0
437,0
438,1
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,1
449,0
450,0
451,0
452,0
453,0
454,1
455,0
456,0
457,2
458,0
459,1
460,0
461,0
462,0
463,0
464,2
465,1
466,0
467,0
468,0
469,1
470,0
471,2
472,2
473,1
474,1
475,0
476,2
477,0
478,0
479,2
480,1
481,1
482,0
483,0
484,0
485,0
486,1
487,1
488,0
489,2
490,2
491,0
492,2
493,1
494,0
495,2
496,2
497,0
498,1
499,0
500,0
501,1
502,1
503,2
504,0
505,2
506,0
507,0
508,1
509,0
510,2
511,1
512,1
513,2
514,0
515,2
516,0
517,1
518,2
519,0
520,0
521,1
522,0
523,0
524,0
525,1
526,0
527,0
528,0
529,0
530,0
531,0
532,1
533,0
