渔船ID,x,y,速度,方向,time,type
4343,6971923.857206347,5665785.080204716,0.32,269,1106 23:50:29,围网
4343,6971826.680211945,5665779.06493415,3.18,186,1106 23:40:28,围网
4343,6971820.991888612,5665889.364549958,0.22,0,1106 23:30:27,围网
4343,6971723.815631204,5665883.350309151,0.38,131,1106 23:20:28,围网
4343,6971620.952524553,5665987.636985629,2.37,61,1106 23:00:22,围网
4343,6971518.090892112,5666091.924963527,1.51,191,1106 22:50:23,围网
4343,6971518.090892112,5666091.924963527,0.38,339,1106 22:40:24,围网
4343,6971415.23073401,5666196.214242794,0.81,111,1106 22:30:24,围网
4343,6971215.198558712,5666294.495674245,0.59,71,1106 22:10:20,围网
4343,6971112.342087002,5666398.788585763,0.59,103,1106 22:00:21,围网
4343,6970809.462105847,5666601.373224946,0.22,124,1106 21:30:15,围网
4343,6970609.439889092,5666699.667984514,0.81,61,1106 21:20:15,围网
4343,6969449.825126967,5668398.569662414,0.7,158,1106 19:40:00,围网
4343,6969341.324977005,5668613.192053872,0.59,126,1106 19:30:00,围网
4343,6969238.498024636,5668717.509461675,0.7,108,1106 19:19:59,围网
4343,6968935.69405888,5668920.161848042,0.22,91,1106 18:59:54,围网
4343,6968838.539383746,5668914.1764912605,0.7,124,1106 18:49:53,围网
4343,6968644.229487169,5668902.208695488,0.81,116,1106 18:39:52,围网
4343,6968352.763276973,5668884.264296336,0.59,30,1106 18:19:55,围网
4343,6968249.945929183,5668988.592809336,1.19,215,1106 18:09:52,围网
4343,6968061.295429095,5668866.3286506375,0.92,10,1106 17:59:52,围网
4343,6967958.480298495,5668970.660251454,2.32,71,1106 17:49:50,围网
4343,6967866.982621078,5668854.376416558,0.81,111,1106 17:39:45,围网
4343,6967769.825944329,5668848.40175844,3.4,110,1106 17:29:45,围网
4343,6967672.669085791,5668842.428072938,0.49,10,1106 17:19:49,围网
4343,6967575.512045499,5668836.455360055,0.49,222,1106 17:09:41,围网
4343,6967478.354823476,5668830.483619792,5.07,30,1106 17:00:11,围网
4343,6967883.9552197885,5668523.45291758,7.72,195,1106 16:49:56,围网
4343,6969244.890399297,5670488.436189218,10.09,303,1106 16:39:53,围网
4343,6968615.901345271,5669453.749870479,0.11,0,1106 16:29:45,围网
4343,6968610.235170748,5669564.058746718,0.38,91,1106 16:19:41,围网
4343,6969061.190559792,5668374.613483721,0.38,258,1106 15:49:42,围网
4343,6969152.680516896,5668490.907523506,0.38,232,1106 15:39:40,围网
4343,6969244.168267948,5668607.202636411,0.81,213,1106 15:29:41,围网
4343,6969238.498024636,5668717.509461675,8.09,201,1106 15:19:39,围网
4343,6969329.982466396,5668833.805804788,0.49,177,1106 15:09:36,围网
4343,6969421.464701821,5668950.103220838,0.49,230,1106 14:59:33,围网
4343,6969044.185901569,5668705.533658115,5.61,20,1106 14:49:36,围网
4343,6967832.040677193,5667635.024390482,5.02,61,1106 14:39:33,围网
4343,6966099.921241406,5667196.716014095,0.7,245,1106 14:19:34,围网
4343,6966288.627029663,5667318.939093593,0.32,314,1106 13:59:29,围网
4343,6966477.328228826,5667441.16605267,0.22,0,1106 13:49:30,围网
4343,6966477.328228826,5667441.16605267,0.22,0,1106 13:49:26,围网
4343,6967037.756314121,5667918.177049559,0.22,248,1106 13:09:22,围网
4343,6967129.272735185,5668034.451380616,1.19,195,1106 12:59:26,围网
4343,6967220.786951534,5668150.7267854,0.59,215,1106 12:49:21,围网
4343,6967409.461152919,5668272.973341771,1.4,180,1106 12:39:17,围网
4343,6967923.551586257,5667751.305577697,5.07,281,1106 12:29:11,围网
