渔船ID,x,y,速度,方向,time,type
2528,6165587.979562675,5201894.930030663,0.11,0,1123 23:55:13,刺网
2528,6165587.979562675,5201894.930030663,0.0,102,1123 23:45:09,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 23:35:14,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 23:25:20,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 23:15:08,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 23:05:15,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 22:55:07,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 22:45:12,刺网
2528,6165587.979562675,5201894.930030663,0.0,191,1123 22:35:21,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 22:25:19,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 22:15:17,刺网
2528,6165587.979562675,5201894.930030663,0.22,138,1123 22:05:12,刺网
2528,6165587.979562675,5201894.930030663,0.11,314,1123 21:55:47,刺网
2528,6165587.979562675,5201894.930030663,0.11,1,1123 21:44:58,刺网
2528,6165587.979562675,5201894.930030663,0.22,351,1123 21:35:06,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 21:25:06,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 21:15:01,刺网
2528,6165587.979562675,5201894.930030663,0.0,260,1123 21:05:25,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 20:54:52,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 20:44:52,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 20:34:52,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 20:24:53,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 20:14:50,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 20:04:50,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 19:54:50,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 19:44:45,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 19:34:54,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 19:24:55,刺网
2528,6165587.979562675,5201894.930030663,0.11,71,1123 19:14:55,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 19:05:27,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 18:54:49,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 18:44:50,刺网
2528,6165587.979562675,5201894.930030663,0.22,168,1123 18:35:02,刺网
2528,6165587.979562675,5201894.930030663,0.22,231,1123 18:24:50,刺网
2528,6165587.979562675,5201894.930030663,0.11,230,1123 18:14:42,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 18:04:49,刺网
2528,6165486.7853366565,5201896.986845253,0.0,0,1123 17:44:31,刺网
2528,6165486.7853366565,5201896.986845253,0.22,81,1123 17:34:35,刺网
2528,6165587.979562675,5201894.930030663,0.22,0,1123 17:24:34,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 17:14:34,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 17:04:32,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 16:54:32,刺网
2528,6165587.979562675,5201894.930030663,0.22,289,1123 16:44:30,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 16:34:30,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 16:34:26,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 16:14:28,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 16:04:27,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 15:54:26,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 15:44:19,刺网
2528,6165587.979562675,5201894.930030663,0.0,253,1123 15:34:22,刺网
2528,6165587.979562675,5201894.930030663,0.22,0,1123 15:24:19,刺网
2528,6165587.979562675,5201894.930030663,0.0,40,1123 15:14:19,刺网
2528,6165587.979562675,5201894.930030663,0.0,217,1123 15:04:18,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 14:54:24,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 14:44:20,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 14:34:13,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 14:14:11,刺网
2528,6165587.979562675,5201894.930030663,0.22,0,1123 13:54:10,刺网
2528,6165587.979562675,5201894.930030663,0.0,218,1123 13:44:08,刺网
2528,6165587.979562675,5201894.930030663,0.22,0,1123 13:34:18,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 13:24:10,刺网
2528,6165587.979562675,5201894.930030663,0.22,0,1123 13:14:11,刺网
2528,6165587.979562675,5201894.930030663,0.22,332,1123 12:44:07,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 12:34:06,刺网
2528,6165587.979562675,5201894.930030663,0.22,360,1123 12:15:02,刺网
2528,6165587.979562675,5201894.930030663,0.22,20,1123 12:04:48,刺网
2528,6165587.979562675,5201894.930030663,0.22,251,1123 11:44:16,刺网
2528,6165587.979562675,5201894.930030663,0.22,20,1123 11:34:14,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 11:24:22,刺网
2528,6165587.979562675,5201894.930030663,0.0,270,1123 11:14:08,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 11:04:03,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 10:54:03,刺网
2528,6165587.979562675,5201894.930030663,0.0,61,1123 10:43:59,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 10:33:59,刺网
2528,6165587.979562675,5201894.930030663,0.32,314,1123 10:23:58,刺网
2528,6165587.979562675,5201894.930030663,0.0,239,1123 10:13:57,刺网
2528,6165587.979562675,5201894.930030663,0.22,310,1123 10:03:56,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 09:53:56,刺网
2528,6165587.979562675,5201894.930030663,0.0,274,1123 09:43:51,刺网
2528,6165587.979562675,5201894.930030663,0.0,118,1123 09:33:54,刺网
2528,6165587.979562675,5201894.930030663,0.22,265,1123 09:23:53,刺网
2528,6165587.979562675,5201894.930030663,0.22,0,1123 09:14:05,刺网
2528,6165587.979562675,5201894.930030663,0.22,288,1123 09:03:50,刺网
2528,6165587.979562675,5201894.930030663,0.0,0,1123 08:53:50,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 08:43:47,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 08:33:46,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 08:23:47,刺网
2528,6165587.979562675,5201894.930030663,0.11,169,1123 08:13:39,刺网
2528,6165587.979562675,5201894.930030663,0.0,3,1123 07:43:39,刺网
2528,6165587.979562675,5201894.930030663,0.0,20,1123 07:33:41,刺网
2528,6165587.979562675,5201894.930030663,0.11,20,1123 07:23:39,刺网
2528,6165587.979562675,5201894.930030663,0.22,0,1123 07:13:38,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 07:03:53,刺网
2528,6165587.979562675,5201894.930030663,0.22,0,1123 06:53:38,刺网
2528,6165587.979562675,5201894.930030663,0.11,0,1123 06:43:40,刺网
