渔船ID,x,y,速度,方向,time,type
2206,6232281.53709196,5075736.490647065,3.29,84,1110 11:51:54,拖网
2206,6231979.326409259,5076176.112672475,3.18,186,1110 11:41:53,拖网
2206,6231783.4364348,5077049.819770811,1.08,154,1110 11:31:52,拖网
2206,6230968.593503443,5077278.735792984,3.29,85,1110 11:22:50,拖网
2206,6229947.430943665,5077292.804866251,3.45,91,1110 11:11:52,拖网
2206,6229028.388312589,5077305.554435688,2.59,110,1110 11:01:53,拖网
2206,6228008.307467443,5077428.685120722,3.67,101,1110 10:51:53,拖网
2206,6226987.165120041,5077443.050541213,2.97,90,1110 10:41:54,拖网
2206,6225967.116061017,5077566.385745707,3.18,96,1110 10:31:53,拖网
2206,6224947.0867978465,5077689.823349244,3.78,92,1110 10:21:54,拖网
2206,6223925.973037845,5077704.495220902,3.89,89,1110 10:11:54,拖网
2206,6222904.863757884,5077719.269313964,3.78,101,1110 10:01:54,拖网
2206,6221884.878648235,5077843.013533476,3.89,85,1110 09:51:53,拖网
2206,6220761.677083972,5077859.495419797,3.67,87,1110 09:41:53,拖网
2206,6219739.453796693,5077765.718614607,3.18,50,1110 09:31:53,拖网
2206,6218819.329446154,5077670.520719374,3.45,99,1110 09:22:51,拖网
2206,6217594.017109161,5077688.875355372,3.56,81,1110 09:11:54,拖网
2206,6216570.609811451,5077486.5506719025,3.89,86,1110 09:01:54,拖网
2206,6215551.844860731,5077719.79351683,2.75,78,1110 08:51:54,拖网
2206,6215144.58289066,5077834.892969154,0.65,56,1110 08:41:54,拖网
2206,6215042.475729743,5077836.4536872,2.16,144,1110 08:31:54,拖网
2206,6215452.072620218,5077939.084132173,1.89,309,1110 08:23:34,拖网
2206,6217186.736037424,5077803.893265441,3.35,274,1110 08:01:55,拖网
2206,6218105.711082707,5077790.076793529,2.97,252,1110 07:51:54,拖网
2206,6219023.54881942,5077667.475924137,4.96,307,1110 07:41:54,拖网
2206,6219942.53828707,5077653.8249445185,3.45,229,1110 07:31:55,拖网
2206,6220860.40424692,5077531.389758324,3.35,268,1110 07:22:52,拖网
2206,6221779.4080460705,5077517.904274838,4.16,286,1110 07:11:55,拖网
2206,6222699.52896204,5077613.368798142,2.48,225,1110 07:01:55,拖网
2206,6222601.8748640455,5078050.326608018,4.26,75,1110 06:51:54,拖网
2206,6221478.686666451,5078066.729538862,3.67,78,1110 06:41:54,拖网
2206,6220457.611268046,5078081.748623107,4.26,83,1110 06:31:55,拖网
2206,6219436.540455338,5078096.869924912,3.35,89,1110 06:21:55,拖网
2206,6218415.474259419,5078112.0934438165,3.08,99,1110 06:11:55,拖网
