渔船ID,x,y,速度,方向,time,type
6087,6079489.170910923,5008042.48954081,5.88,254,1110 11:55:46,拖网
6087,6079675.165875596,5007059.500496858,3.45,8,1110 11:45:46,拖网
6087,6079348.510660653,5006091.133788237,3.67,30,1110 11:35:46,拖网
6087,6079017.5847062105,5004905.685456714,3.78,28,1110 11:27:17,拖网
6087,6077154.738499957,5004089.981775949,4.05,72,1110 11:06:44,拖网
6087,6075817.326787151,5003911.19322582,4.59,93,1110 10:55:46,拖网
6087,6074582.441583478,5003729.613092178,4.86,69,1110 10:45:46,拖网
6087,6073349.692921605,5003656.73911619,4.16,73,1110 10:35:47,拖网
6087,6072014.390605737,5003587.006446924,4.37,127,1110 10:25:46,拖网
6087,6072230.324833401,5004123.803502972,5.56,27,1110 10:15:47,拖网
6087,6071719.770379898,5004247.328161088,2.0,139,1110 10:05:46,拖网
6087,6070792.52079186,5004057.219851707,3.67,60,1110 09:55:47,拖网
6087,6069655.789974179,5003656.118228844,3.89,76,1110 09:45:47,拖网
6087,6068519.006280716,5003255.149411257,4.26,80,1110 09:35:47,拖网
6087,6067386.57243024,5003071.415884112,3.29,69,1110 09:25:46,拖网
6087,6066251.908054086,5002779.258842957,3.45,51,1110 09:17:18,拖网
6087,6064080.572693007,5001975.166560847,4.16,80,1110 08:55:47,拖网
6087,6062948.015009178,5001791.9345388245,3.67,72,1110 08:45:47,拖网
6087,6061813.196243132,5001500.28540292,4.05,85,1110 08:35:47,拖网
6087,6060673.844956528,5000991.681996027,3.29,56,1110 08:25:47,拖网
6087,6059641.496874701,5000697.177360245,3.67,82,1110 08:15:46,拖网
6087,6058504.290538796,5000297.370010044,3.56,74,1110 08:05:47,拖网
6087,6057471.8656271305,5000003.092759428,3.99,68,1110 07:55:47,拖网
6087,6056535.142860387,4999380.17137979,3.89,66,1110 07:47:20,拖网
6087,6054463.211995737,4998466.553293235,4.16,63,1110 07:25:47,拖网
6087,6053654.122830371,4999034.5887201885,3.67,196,1110 07:15:46,拖网
6087,6054584.100214155,4999331.635757308,4.59,290,1110 07:06:45,拖网
6087,6055824.021195107,4999727.835620235,4.16,236,1110 06:55:47,拖网
