渔船ID,x,y,速度,方向,time,type
3481,6229664.839299826,5151753.484482865,0.0,348,1117 11:50:27,刺网
3481,6229564.35146168,5151864.028710869,0.11,71,1117 11:40:23,刺网
3481,6229664.839299826,5151753.484482865,0.11,176,1117 11:30:22,刺网
3481,6229564.35146168,5151864.028710869,0.0,314,1117 11:20:23,刺网
3481,6229564.35146168,5151864.028710869,0.22,113,1117 11:10:19,刺网
3481,6229664.839299826,5151753.484482865,0.22,286,1117 11:00:18,刺网
3481,6229564.35146168,5151864.028710869,0.11,142,1117 10:50:16,刺网
3481,6229564.35146168,5151864.028710869,0.22,0,1117 10:40:13,刺网
3481,6229564.35146168,5151864.028710869,0.32,132,1117 10:30:11,刺网
3481,6229564.35146168,5151864.028710869,0.22,0,1117 10:20:12,刺网
3481,6229564.35146168,5151864.028710869,0.11,206,1117 10:10:11,刺网
3481,6229564.35146168,5151864.028710869,0.22,347,1117 10:00:13,刺网
3481,6229564.35146168,5151864.028710869,0.0,336,1117 09:50:11,刺网
3481,6229564.35146168,5151864.028710869,0.59,234,1117 09:40:09,刺网
3481,6229563.254567496,5151754.899838953,2.7,221,1117 09:30:07,刺网
3481,6229563.254567496,5151754.899838953,0.11,0,1117 09:20:08,刺网
3481,6229461.669878246,5151756.316211986,0.38,0,1117 09:10:04,刺网
3481,6229563.254567496,5151754.899838953,0.81,268,1117 09:00:03,刺网
3481,6229664.839299826,5151753.484482865,2.37,50,1117 08:50:03,刺网
3481,6229562.157716395,5151645.77133844,1.4,156,1117 08:39:59,刺网
3481,6229240.9183778735,5150013.141119023,7.29,30,1117 08:29:59,刺网
3481,6227594.265179153,5147962.715874126,3.89,40,1117 08:19:59,刺网
3481,6225645.657209466,5146244.379217427,7.29,40,1117 08:09:58,刺网
3481,6223799.371476807,5144634.1413730085,8.58,40,1117 08:00:30,刺网
3481,6221849.888664045,5142916.71848213,3.78,40,1117 07:49:57,刺网
3481,6220102.106868352,5141087.651639769,4.1,71,1117 07:39:57,刺网
3481,6218254.583449025,5139478.69152031,2.48,20,1117 07:29:55,刺网
3481,6216505.9607868465,5137650.447533268,8.58,40,1117 07:19:56,刺网
3481,6214859.80930976,5135930.121513955,2.81,20,1117 07:09:50,刺网
3481,6213111.575731352,5134211.738638225,3.08,10,1117 06:59:50,刺网
3481,6211464.659700921,5132492.155517707,5.02,40,1117 06:49:50,刺网
3481,6209817.36805354,5130772.935943593,7.5,40,1117 06:39:46,刺网
3481,6208170.951604061,5129163.127475589,3.29,50,1117 06:29:46,刺网
3481,6206522.921962542,5127444.6294086855,7.88,30,1117 06:19:44,刺网
3481,6204875.79196168,5125835.530738371,8.47,40,1117 06:09:43,刺网
3481,6203330.08510661,5124225.105334878,2.37,30,1117 05:59:44,刺网
3481,6201986.324966686,5122502.591099167,7.5,30,1117 05:49:42,刺网
3481,6201253.045229647,5120770.13783793,2.59,91,1117 05:39:44,刺网
3481,6201155.146460906,5121098.890486008,0.7,191,1117 05:29:42,刺网
3481,6201159.045406139,5121425.946778886,0.7,191,1117 05:19:42,刺网
