渔船ID,x,y,速度,方向,time,type
3993,6225741.127833087,5213643.223226946,0.0,0,1117 11:56:53,围网
3993,6225741.127833087,5213643.223226946,0.0,0,1117 11:47:50,围网
3993,6225741.127833087,5213643.223226946,0.0,0,1117 11:36:53,围网
3993,6225741.127833087,5213643.223226946,0.05,0,1117 11:26:53,围网
3993,6225842.259788853,5213641.769606056,0.16,0,1117 11:16:53,围网
3993,6225842.259788853,5213641.769606056,0.05,0,1117 11:06:53,围网
3993,6225842.259788853,5213641.769606056,0.0,0,1117 10:56:53,围网
3993,6225842.259788853,5213641.769606056,0.05,0,1117 10:46:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 10:36:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 10:26:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 10:16:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 10:06:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 09:56:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 09:47:51,围网
3993,6225841.103979399,5213532.436700551,0.16,0,1117 09:36:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 09:26:54,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 09:18:30,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 08:56:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 08:46:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 08:36:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 08:26:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 08:16:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 08:06:53,围网
3993,6225841.103979399,5213532.436700551,0.05,0,1117 07:56:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 07:47:51,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 07:36:54,围网
3993,6225841.103979399,5213532.436700551,0.05,0,1117 07:26:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 07:16:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 07:06:54,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 06:56:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 06:46:54,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 06:36:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 06:26:54,围网
3993,6225842.259788853,5213641.769606056,0.0,0,1117 06:16:53,围网
3993,6225842.259788853,5213641.769606056,0.0,0,1117 06:06:54,围网
3993,6225842.259788853,5213641.769606056,0.0,0,1117 05:56:54,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 05:47:51,围网
3993,6225842.259788853,5213641.769606056,0.0,0,1117 05:37:38,围网
3993,6225842.259788853,5213641.769606056,0.0,0,1117 05:26:54,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 05:16:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 05:06:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 04:56:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 04:46:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 04:36:53,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 04:26:54,围网
3993,6225842.259788853,5213641.769606056,0.0,0,1117 04:16:54,围网
3993,6225842.259788853,5213641.769606056,0.0,0,1117 04:06:54,围网
3993,6225842.259788853,5213641.769606056,0.0,0,1117 03:56:54,围网
3993,6225842.259788853,5213641.769606056,0.0,0,1117 03:47:52,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 03:36:54,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 03:26:54,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 03:16:54,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 03:06:54,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 02:56:55,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 02:46:55,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 02:36:55,围网
3993,6225841.103979399,5213532.436700551,0.05,0,1117 02:26:55,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 02:16:55,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 02:06:55,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 01:56:55,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 01:47:52,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 01:36:54,围网
3993,6225841.103979399,5213532.436700551,0.05,0,1117 01:26:54,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 01:16:54,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 01:06:54,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 00:56:54,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 00:46:54,围网
3993,6225841.103979399,5213532.436700551,0.0,0,1117 00:36:54,围网
