渔船ID,x,y,速度,方向,time,type
2630,6164700.5059342235,5176233.562251365,3.89,325,1117 11:55:42,刺网
2630,6164264.227006392,5174167.123609744,1.78,350,1117 11:45:41,刺网
2630,6165661.290224337,5172609.598423732,6.48,296,1117 11:35:41,刺网
2630,6167475.507992048,5171808.461945157,6.1,283,1117 11:25:41,刺网
2630,6169291.525358335,5171116.850723043,5.07,284,1117 11:15:41,刺网
2630,6171113.984748373,5170862.303950523,5.88,279,1117 11:05:43,刺网
2630,6174654.637213146,5170137.8015774395,6.1,275,1117 10:45:43,刺网
2630,6176481.912964106,5170211.767261066,5.99,277,1117 10:35:41,刺网
2630,6178404.590924636,5169847.410085196,5.99,268,1117 10:25:40,刺网
2630,6180230.414527798,5169812.870522134,5.88,274,1117 10:15:40,刺网
2630,6182056.256958867,5169778.659963871,5.5,265,1117 10:05:39,刺网
2630,6183680.707227232,5169857.708084906,5.29,265,1117 09:55:38,刺网
2630,6185508.019812995,5169933.301181985,4.7,274,1117 09:45:34,刺网
2630,6187232.449542469,5169901.880742568,5.29,270,1117 09:35:33,刺网
2630,6188243.971697132,5169665.170947275,2.81,169,1117 09:25:48,刺网
2630,6187728.18411419,5169019.2475550845,2.0,10,1117 09:05:27,刺网
2630,6187416.683296314,5168478.863406778,2.0,50,1117 08:55:40,刺网
2630,6186902.257272939,5167942.181825978,1.03,135,1117 08:45:27,刺网
2630,6186489.249772038,5167403.6879391465,0.81,10,1117 08:35:27,刺网
2630,6185974.753844139,5166867.071757634,1.89,30,1117 08:25:26,刺网
2630,6185561.683878682,5166328.6339977095,1.51,40,1117 08:15:26,刺网
2630,6185148.584565689,5165790.222242741,2.37,30,1117 08:05:23,刺网
2630,6184633.985723725,5165253.70163305,0.92,40,1117 07:55:23,刺网
2630,6184325.20878943,5164931.806213011,0.7,30,1117 07:45:22,刺网
2630,6183913.485650083,5164502.632092766,0.7,40,1117 07:35:20,刺网
2630,6183601.756756159,5163962.442242271,0.81,104,1117 07:25:21,刺网
2630,6183088.504650231,5163535.191340941,1.78,20,1117 07:15:23,刺网
2630,6182778.19305904,5163104.2018362945,1.51,20,1117 07:05:18,刺网
2630,6182570.819654958,5162780.498196882,0.49,81,1117 06:55:40,刺网
2630,6182366.376007427,5162675.115549548,0.59,156,1117 06:45:26,刺网
2630,6182366.376007427,5162675.115549548,0.81,50,1117 06:35:18,刺网
2630,6182263.4180789,5162567.847511396,1.08,309,1117 06:25:27,刺网
2630,6182058.969357628,5162462.471799104,0.81,327,1117 06:15:18,刺网
2630,6181953.063288889,5162136.896506022,1.08,20,1117 06:05:45,刺网
2630,6181953.063288889,5162136.896506022,1.08,20,1117 06:05:37,刺网
2630,6181951.591137542,5162027.741501988,1.03,164,1117 05:55:18,刺网
2630,6181651.537931077,5162360.889543934,5.72,102,1117 05:45:13,刺网
2630,6181452.987332733,5162692.151782969,0.38,187,1117 05:35:13,刺网
2630,6181457.416854541,5163019.624304561,1.4,177,1117 05:25:19,刺网
2630,6181561.853604767,5163236.044254045,0.81,192,1117 05:15:19,刺网
2630,6181769.243943226,5163559.731665798,0.7,181,1117 05:05:07,刺网
2630,6181873.672745284,5163776.158504045,1.4,204,1117 04:55:15,刺网
2630,6182081.049268725,5164099.857808198,1.4,194,1117 04:45:13,刺网
2630,6182186.941898227,5164425.454292791,2.91,310,1117 04:35:32,刺网
2630,6182292.830356779,5164751.05518952,0.81,200,1117 04:25:09,刺网
2630,6182498.71541267,5164965.607977615,0.49,217,1117 04:15:35,刺网
2630,6182706.062880962,5165289.332188738,2.1,202,1117 04:05:11,刺网
2630,6182911.934727902,5165503.897041212,0.59,222,1117 03:55:03,刺网
2630,6183016.334587051,5165720.348871568,0.59,232,1117 03:45:02,刺网
2630,6183222.196156848,5165934.9229616085,0.59,248,1117 03:35:02,刺网
2630,6183429.515110516,5166258.671879876,0.49,235,1117 03:25:02,刺网
2630,6183533.90260148,5166475.134177122,1.19,196,1117 03:15:00,刺网
2630,6183639.749171732,5166800.770059813,1.03,249,1117 03:04:57,刺网
2630,6183845.587239385,5167015.364146184,0.92,178,1117 02:54:59,刺网
2630,6183948.504069004,5167122.663306889,0.49,191,1117 02:44:59,刺网
2630,6183229.52036167,5166480.768713009,5.4,40,1117 02:34:57,刺网
2630,6182708.99961787,5165507.664835691,1.08,227,1117 02:24:56,刺网
2630,6182711.9365842,5165725.9989514975,1.4,220,1117 02:14:55,刺网
2630,6182813.402527837,5165724.114575766,1.08,228,1117 02:04:53,刺网
2630,6182916.335515183,5165831.398853815,0.92,240,1117 01:54:53,刺网
2630,6183017.800782032,5165829.516524277,0.59,243,1117 01:44:54,刺网
2630,6183119.26610614,5165827.635210486,0.59,274,1117 01:34:51,刺网
2630,6183220.731487481,5165825.754912444,1.19,228,1117 01:24:49,刺网
2630,6183220.731487481,5165825.754912444,0.81,61,1117 01:14:50,刺网
2630,6183322.196926019,5165823.875630153,0.49,40,1117 01:04:46,刺网
