渔船ID,x,y,速度,方向,time,type
5479,6246524.262799141,5241041.911620188,0.0,263,1120 23:50:39,拖网
5479,6246524.262799141,5241041.911620188,0.11,139,1120 23:40:39,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 23:30:46,拖网
5479,6246524.262799141,5241041.911620188,0.22,0,1120 23:20:40,拖网
5479,6246524.262799141,5241041.911620188,0.22,135,1120 23:10:39,拖网
5479,6246524.262799141,5241041.911620188,0.32,0,1120 23:00:38,拖网
5479,6246524.262799141,5241041.911620188,0.32,0,1120 22:50:38,拖网
5479,6246524.262799141,5241041.911620188,0.11,323,1120 22:40:33,拖网
5479,6246524.262799141,5241041.911620188,0.22,0,1120 22:30:44,拖网
5479,6246524.262799141,5241041.911620188,0.11,125,1120 22:22:18,拖网
5479,6246524.262799141,5241041.911620188,0.22,0,1120 22:00:42,拖网
5479,6246524.262799141,5241041.911620188,0.11,219,1120 21:51:21,拖网
5479,6246524.262799141,5241041.911620188,0.0,0,1120 21:30:28,拖网
5479,6246524.262799141,5241041.911620188,0.11,144,1120 21:20:27,拖网
5479,6246524.262799141,5241041.911620188,0.22,184,1120 21:10:28,拖网
5479,6246423.327277234,5241043.158196755,0.22,0,1120 21:00:29,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 20:50:26,拖网
5479,6246524.262799141,5241041.911620188,0.0,114,1120 20:40:24,拖网
5479,6246524.262799141,5241041.911620188,0.32,157,1120 20:30:24,拖网
5479,6246524.262799141,5241041.911620188,0.32,6,1120 20:20:25,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 20:10:22,拖网
5479,6246524.262799141,5241041.911620188,0.0,0,1120 20:00:49,拖网
5479,6246524.262799141,5241041.911620188,0.22,0,1120 19:40:21,拖网
5479,6246524.262799141,5241041.911620188,0.0,0,1120 19:30:33,拖网
5479,6246524.262799141,5241041.911620188,0.11,276,1120 19:20:22,拖网
5479,6246524.262799141,5241041.911620188,0.32,181,1120 19:10:22,拖网
5479,6246524.262799141,5241041.911620188,0.22,40,1120 19:00:20,拖网
5479,6246524.262799141,5241041.911620188,4.37,334,1120 18:50:18,拖网
5479,6246524.262799141,5241041.911620188,4.59,320,1120 18:40:17,拖网
5479,6246524.262799141,5241041.911620188,3.99,309,1120 18:30:17,拖网
5479,6246524.262799141,5241041.911620188,0.11,312,1120 18:20:17,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 18:10:14,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 18:00:15,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 17:50:13,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 17:40:11,拖网
5479,6246524.262799141,5241041.911620188,0.0,0,1120 17:30:09,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 17:20:11,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 17:10:11,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 17:00:09,拖网
5479,6246524.262799141,5241041.911620188,0.22,293,1120 16:50:09,拖网
5479,6246524.262799141,5241041.911620188,0.0,0,1120 16:40:08,拖网
5479,6246524.262799141,5241041.911620188,0.0,0,1120 16:32:39,拖网
5479,6246524.262799141,5241041.911620188,0.11,276,1120 16:10:22,拖网
5479,6246524.262799141,5241041.911620188,0.11,254,1120 16:00:11,拖网
5479,6246524.262799141,5241041.911620188,0.0,0,1120 15:50:05,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 15:40:02,拖网
5479,6246524.262799141,5241041.911620188,0.11,126,1120 15:30:02,拖网
5479,6246524.262799141,5241041.911620188,0.11,279,1120 15:20:20,拖网
5479,6246524.262799141,5241041.911620188,0.32,148,1120 15:00:02,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 14:50:01,拖网
5479,6246524.262799141,5241041.911620188,0.32,144,1120 14:40:00,拖网
5479,6246524.262799141,5241041.911620188,0.11,179,1120 14:29:58,拖网
5479,6246524.262799141,5241041.911620188,0.22,160,1120 14:09:57,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 13:59:57,拖网
5479,6246524.262799141,5241041.911620188,0.11,307,1120 13:49:57,拖网
5479,6246524.262799141,5241041.911620188,0.11,197,1120 13:39:57,拖网
5479,6246524.262799141,5241041.911620188,0.11,159,1120 13:29:54,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 13:19:54,拖网
5479,6246524.262799141,5241041.911620188,0.32,0,1120 13:09:54,拖网
5479,6246524.262799141,5241041.911620188,0.32,254,1120 12:59:56,拖网
5479,6246524.262799141,5241041.911620188,0.0,0,1120 12:49:57,拖网
5479,6246524.262799141,5241041.911620188,0.22,209,1120 12:39:47,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 12:29:57,拖网
5479,6246524.262799141,5241041.911620188,0.11,242,1120 12:19:55,拖网
5479,6246524.262799141,5241041.911620188,0.11,334,1120 12:09:48,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 11:59:48,拖网
5479,6246524.262799141,5241041.911620188,0.22,245,1120 11:49:47,拖网
5479,6246524.262799141,5241041.911620188,0.22,0,1120 11:39:54,拖网
5479,6246524.262799141,5241041.911620188,0.0,30,1120 11:29:47,拖网
5479,6246524.262799141,5241041.911620188,1.03,291,1120 11:19:46,拖网
5479,6246524.262799141,5241041.911620188,0.22,149,1120 11:09:45,拖网
5479,6246524.262799141,5241041.911620188,0.32,161,1120 10:59:40,拖网
5479,6246524.262799141,5241041.911620188,0.11,314,1120 10:49:43,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 10:39:43,拖网
5479,6246524.262799141,5241041.911620188,0.0,180,1120 10:29:53,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 10:19:39,拖网
5479,6246524.262799141,5241041.911620188,0.0,215,1120 10:10:12,拖网
5479,6246524.262799141,5241041.911620188,0.0,349,1120 09:59:53,拖网
5479,6246524.262799141,5241041.911620188,0.22,0,1120 09:49:47,拖网
5479,6246524.262799141,5241041.911620188,0.22,0,1120 09:39:51,拖网
5479,6246524.262799141,5241041.911620188,0.32,0,1120 09:29:36,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 09:19:40,拖网
5479,6246524.262799141,5241041.911620188,0.32,20,1120 09:09:44,拖网
5479,6246524.262799141,5241041.911620188,0.22,0,1120 08:59:36,拖网
5479,6246524.262799141,5241041.911620188,0.32,1,1120 08:49:42,拖网
5479,6246524.262799141,5241041.911620188,0.0,10,1120 08:39:35,拖网
5479,6246524.262799141,5241041.911620188,0.11,40,1120 08:29:35,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 08:19:33,拖网
5479,6246524.262799141,5241041.911620188,0.22,0,1120 08:09:36,拖网
5479,6246524.262799141,5241041.911620188,0.22,50,1120 07:59:33,拖网
5479,6246524.262799141,5241041.911620188,0.22,350,1120 07:49:30,拖网
5479,6246524.262799141,5241041.911620188,0.32,0,1120 07:39:31,拖网
5479,6246524.262799141,5241041.911620188,0.0,155,1120 07:29:28,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 07:19:32,拖网
5479,6246524.262799141,5241041.911620188,0.32,91,1120 07:09:28,拖网
5479,6246524.262799141,5241041.911620188,0.0,136,1120 06:59:26,拖网
5479,6246524.262799141,5241041.911620188,0.0,81,1120 06:49:29,拖网
5479,6246524.262799141,5241041.911620188,0.22,154,1120 06:39:28,拖网
5479,6246524.262799141,5241041.911620188,0.0,171,1120 06:29:28,拖网
5479,6246524.262799141,5241041.911620188,0.11,147,1120 06:19:24,拖网
5479,6246524.262799141,5241041.911620188,0.32,246,1120 06:09:24,拖网
5479,6246524.262799141,5241041.911620188,0.11,124,1120 05:59:26,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 05:49:20,拖网
5479,6246524.262799141,5241041.911620188,0.32,0,1120 05:39:22,拖网
5479,6246524.262799141,5241041.911620188,0.0,153,1120 05:29:21,拖网
5479,6246524.262799141,5241041.911620188,0.0,30,1120 05:19:25,拖网
5479,6246524.262799141,5241041.911620188,0.11,81,1120 05:09:24,拖网
5479,6246524.262799141,5241041.911620188,0.0,0,1120 04:59:20,拖网
5479,6246524.262799141,5241041.911620188,0.11,212,1120 04:49:19,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 04:39:17,拖网
5479,6246524.262799141,5241041.911620188,0.32,262,1120 04:29:33,拖网
5479,6246524.262799141,5241041.911620188,0.32,262,1120 04:29:18,拖网
5479,6246524.262799141,5241041.911620188,0.22,0,1120 04:09:16,拖网
5479,6246524.262799141,5241041.911620188,0.22,0,1120 03:59:14,拖网
5479,6246524.262799141,5241041.911620188,0.32,147,1120 03:49:14,拖网
5479,6246524.262799141,5241041.911620188,0.32,143,1120 03:39:09,拖网
5479,6246524.262799141,5241041.911620188,0.0,315,1120 03:29:10,拖网
5479,6246524.262799141,5241041.911620188,0.0,0,1120 03:19:12,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 03:09:12,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 02:59:10,拖网
5479,6246524.262799141,5241041.911620188,0.0,0,1120 02:49:11,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 02:39:09,拖网
5479,6246524.262799141,5241041.911620188,0.11,130,1120 02:29:10,拖网
5479,6246524.262799141,5241041.911620188,0.32,6,1120 02:19:05,拖网
5479,6246524.262799141,5241041.911620188,0.0,40,1120 02:09:37,拖网
5479,6246524.262799141,5241041.911620188,0.22,120,1120 01:59:06,拖网
5479,6246523.260059149,5240932.488387575,0.22,0,1120 01:49:05,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 01:39:05,拖网
5479,6246524.262799141,5241041.911620188,0.32,8,1120 01:29:01,拖网
5479,6246524.262799141,5241041.911620188,0.32,126,1120 01:19:06,拖网
5479,6246524.262799141,5241041.911620188,0.22,0,1120 01:09:03,拖网
5479,6246524.262799141,5241041.911620188,0.32,113,1120 00:59:02,拖网
5479,6246524.262799141,5241041.911620188,0.0,140,1120 00:49:03,拖网
5479,6246524.262799141,5241041.911620188,0.22,0,1120 00:39:02,拖网
5479,6246524.262799141,5241041.911620188,0.0,321,1120 00:28:58,拖网
5479,6246524.262799141,5241041.911620188,0.32,50,1120 00:19:07,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1120 00:09:09,拖网
5479,6246524.262799141,5241041.911620188,0.11,0,1119 23:58:55,拖网
5479,6246524.262799141,5241041.911620188,0.22,0,1119 23:48:54,拖网
5479,6246524.262799141,5241041.911620188,0.0,0,1119 23:38:55,拖网
