渔船ID,x,y,速度,方向,time,type
4386,6483121.887568901,5604370.478833167,0.0,0,1110 11:56:14,围网
4386,6483121.887568901,5604370.478833167,0.32,40,1110 11:46:15,围网
4386,6483121.887568901,5604370.478833167,0.0,0,1110 11:36:12,围网
4386,6483121.887568901,5604370.478833167,0.0,105,1110 11:26:15,围网
4386,6483121.887568901,5604370.478833167,0.0,0,1110 11:16:14,围网
4386,6483121.887568901,5604370.478833167,0.0,0,1110 11:06:19,围网
4386,6483121.887568901,5604370.478833167,0.22,116,1110 10:56:12,围网
4386,6483121.887568901,5604370.478833167,0.22,116,1110 10:56:08,围网
4386,6483121.887568901,5604370.478833167,0.32,0,1110 10:36:10,围网
4386,6483121.887568901,5604370.478833167,0.0,332,1110 10:26:10,围网
4386,6483122.931718928,5604260.099364598,0.22,195,1110 10:16:09,围网
4386,6483121.887568901,5604370.478833167,0.0,1,1110 10:07:10,围网
4386,6483121.887568901,5604370.478833167,0.0,1,1110 10:07:09,围网
4386,6483121.887568901,5604370.478833167,0.0,0,1110 09:46:09,围网
4386,6483121.887568901,5604370.478833167,0.32,0,1110 09:35:59,围网
4386,6483121.887568901,5604370.478833167,0.32,100,1110 09:16:04,围网
4386,6483121.887568901,5604370.478833167,0.11,81,1110 09:05:59,围网
4386,6483121.887568901,5604370.478833167,0.0,81,1110 08:46:01,围网
4386,6483121.887568901,5604370.478833167,0.0,0,1110 08:35:57,围网
4386,6483121.887568901,5604370.478833167,0.11,50,1110 08:15:59,围网
4386,6483121.887568901,5604370.478833167,0.11,0,1110 08:05:59,围网
4386,6483121.887568901,5604370.478833167,0.11,353,1110 07:55:58,围网
4386,6483121.887568901,5604370.478833167,0.0,350,1110 07:45:57,围网
4386,6483121.887568901,5604370.478833167,0.11,141,1110 07:35:53,围网
4386,6483122.931718928,5604260.099364598,0.22,139,1110 07:15:54,围网
4386,6483122.931718928,5604260.099364598,0.11,114,1110 07:05:54,围网
4386,6483121.887568901,5604370.478833167,0.11,0,1110 06:55:55,围网
4386,6483122.931718928,5604260.099364598,0.0,0,1110 06:45:56,围网
4386,6483122.931718928,5604260.099364598,0.11,0,1110 06:35:49,围网
4386,6483122.931718928,5604260.099364598,0.0,71,1110 06:15:51,围网
