渔船ID,x,y,速度,方向,time,type
5784,6601155.464079772,5696824.435065617,0.59,222,1120 23:54:49,围网
5784,6601343.331804794,5697160.663644156,1.08,210,1120 23:44:50,围网
5784,6601626.22199489,5697609.746472534,4.21,180,1120 23:34:52,围网
5784,6601626.22199489,5697609.746472534,4.21,180,1120 23:34:47,围网
5784,6600264.6255057035,5697577.518933455,2.81,50,1120 23:14:48,围网
5784,6599400.311501897,5697004.199221918,2.21,91,1120 23:04:47,围网
5784,6598637.559673297,5696212.161889022,2.81,40,1120 22:54:47,围网
5784,6598265.990831119,5695318.749860894,3.08,30,1120 22:45:11,围网
5784,6597600.318607589,5694529.091127746,4.59,40,1120 22:34:44,围网
5784,6597034.014878614,5693631.215855918,3.29,20,1120 22:24:44,围网
5784,6596562.744588001,5692846.177365445,3.29,10,1120 22:14:40,围网
5784,6594993.012306386,5693473.376825604,4.21,156,1120 21:54:42,围网
5784,6594869.85589033,5694797.566013623,4.59,167,1120 21:44:36,围网
5784,6594813.789003779,5697671.601697188,3.51,180,1120 21:35:03,围网
5784,6594813.789003779,5697671.601697188,4.59,180,1120 21:24:38,围网
5784,6594980.232504521,5699113.154124942,2.91,212,1120 21:14:35,围网
5784,6595544.219532981,5700121.538388595,3.62,276,1120 21:04:37,围网
5784,6596043.43441549,5699469.513359922,0.32,146,1120 20:54:30,围网
5784,6595965.714984903,5698472.359546812,2.81,344,1120 20:44:34,围网
5784,6595985.233517551,5697477.474735083,3.72,349,1120 20:34:30,围网
5784,6595734.586075848,5695370.463169187,3.99,1,1120 20:14:29,围网
5784,6595658.937861908,5694262.843984278,3.72,345,1120 20:04:28,围网
5784,6595775.695507203,5693270.278453213,2.91,358,1120 19:54:24,围网
5784,6596571.4249146655,5692404.046702836,3.99,303,1120 19:44:24,围网
5784,6597557.5277727805,5691763.488719494,3.89,324,1120 19:34:21,围网
5784,6597687.525461568,5690107.818974319,3.72,30,1120 19:14:29,围网
5784,6597021.473338629,5689318.267737917,3.89,30,1120 19:04:29,围网
5784,6596647.330871088,5688535.544722888,0.81,212,1120 18:54:26,围网
5784,6596078.445973513,5687748.337831447,3.62,20,1120 18:44:32,围网
5784,6595312.62341571,5687067.203743299,2.81,40,1120 18:34:31,围网
5784,6595312.62341571,5687067.203743299,2.81,40,1120 18:34:27,围网
