渔船ID,x,y,速度,方向,time,type
262,6102653.490782376,5112754.27605829,0.0,0,1106 23:53:04,拖网
262,6102653.490782376,5112754.27605829,0.05,0,1106 23:43:04,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 23:33:04,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 23:23:04,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 23:13:04,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 23:03:04,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 22:53:03,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 22:44:01,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 22:33:04,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 22:23:04,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 22:14:34,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 19:33:04,拖网
262,6102653.490782376,5112754.27605829,0.05,0,1106 19:23:05,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 19:13:04,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 19:03:04,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 18:53:04,拖网
262,6102653.490782376,5112754.27605829,0.05,0,1106 18:44:02,拖网
262,6102653.490782376,5112754.27605829,0.05,0,1106 18:33:04,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 18:23:05,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 18:13:05,拖网
262,6102653.490782376,5112754.27605829,0.05,0,1106 18:03:05,拖网
262,6102653.490782376,5112754.27605829,0.05,0,1106 17:53:05,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 17:43:05,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 17:33:05,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 17:23:05,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 17:13:05,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 17:03:05,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 16:53:05,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 16:44:03,拖网
262,6102653.490782376,5112754.27605829,0.05,0,1106 16:33:05,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 16:23:05,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 16:14:35,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 15:53:05,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 15:43:05,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 15:33:06,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 15:23:06,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 15:13:06,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 15:03:06,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 14:53:06,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 14:44:03,拖网
262,6102653.490782376,5112754.27605829,0.05,0,1106 14:33:05,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 14:23:06,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 14:13:05,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 14:03:05,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 13:53:05,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 13:43:06,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 13:33:05,拖网
262,6102653.490782376,5112754.27605829,0.16,0,1106 13:23:05,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 13:13:06,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 13:03:05,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 12:53:05,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 12:44:03,拖网
262,6102653.490782376,5112754.27605829,0.05,0,1106 12:33:06,拖网
262,6102653.490782376,5112754.27605829,0.05,0,1106 12:23:06,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 12:13:06,拖网
262,6102653.490782376,5112754.27605829,0.05,0,1106 12:03:06,拖网
262,6102653.490782376,5112754.27605829,0.05,0,1106 11:53:06,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 11:43:06,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 11:33:06,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 11:23:06,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 11:15:07,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 10:53:06,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 10:44:04,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 10:33:06,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 10:23:06,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 10:13:06,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 10:03:06,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 09:53:06,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 09:43:07,拖网
262,6102653.490782376,5112754.27605829,0.05,0,1106 09:33:07,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 09:23:07,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 09:13:07,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 09:03:07,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 08:53:07,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 08:45:58,拖网
262,6102653.490782376,5112754.27605829,0.05,0,1106 08:23:08,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 08:13:08,拖网
262,6102653.490782376,5112754.27605829,0.0,0,1106 08:03:08,拖网
