渔船ID,x,y,速度,方向,time,type
4491,6573964.167850149,5626591.806177716,0.81,218,1110 11:51:03,围网
4491,6573860.587855522,5626921.003287566,1.3,154,1110 11:41:16,围网
4491,6573557.4854032565,5627466.967507881,0.0,138,1110 11:20:48,围网
4491,6573453.922055032,5627796.174355295,0.11,211,1110 11:10:50,围网
4491,6573252.508918765,5628123.35910535,0.22,156,1110 11:00:51,围网
4491,6573150.856826173,5628342.1602266,0.32,61,1110 10:50:47,围网
4491,6573047.310132641,5628671.376804259,0.32,71,1110 10:40:47,围网
4491,6572943.768338681,5629000.596510608,0.11,172,1110 10:30:45,围网
4491,6572840.231445154,5629329.8193446705,0.32,198,1110 10:20:44,围网
4491,6572738.595217921,5629548.629718696,0.22,91,1110 10:10:44,围网
4491,6572635.067392658,5629877.858108925,0.32,91,1110 10:00:46,围网
4491,6572533.438703315,5630096.672870743,0.0,160,1110 09:50:55,围网
4491,6572527.755819812,5630427.923808216,0.32,146,1110 09:41:04,围网
4491,6572516.388395299,5631090.4317731885,0.32,186,1110 09:21:04,围网
4491,6572516.388395299,5631090.4317731885,0.49,186,1110 09:10:40,围网
4491,6572514.493609691,5631200.850556405,0.92,166,1110 09:00:47,围网
4491,6572608.531385607,5631423.706601386,0.32,176,1110 08:50:57,围网
4491,6572606.635495905,5631534.126041593,1.08,181,1110 08:40:45,围网
4491,6572700.668242228,5631756.984322622,1.03,184,1110 08:30:46,围网
4491,6572796.59497676,5631869.424104703,0.81,188,1110 08:20:35,围网
4491,6572892.519748264,5631981.865053225,0.38,184,1110 08:10:43,围网
4491,6572986.542617988,5632204.727883344,0.38,187,1110 08:00:40,围网
4491,6573080.5614995435,5632427.592516844,3.02,291,1110 07:50:35,围网
4491,6573272.393372397,5632652.483401744,3.72,295,1110 07:40:34,围网
4491,6573366.402374316,5632875.352582119,0.81,225,1110 07:30:35,围网
4491,6573460.4073867835,5633098.223564838,20.18,259,1110 07:20:42,围网
4491,6573554.4084094195,5633321.096349565,0.92,193,1110 07:10:32,围网
4491,6573746.214750403,5633546.000127694,0.59,233,1110 07:00:32,围网
4491,6573838.296742904,5633879.301372164,1.3,242,1110 06:50:32,围网
4491,6574030.087367057,5634104.212965286,1.51,263,1110 06:40:32,围网
