渔船ID,x,y,速度,方向,time,type
4395,6520759.173212828,5403934.474307448,0.32,175,1113 23:58:35,拖网
4395,6520659.487527432,5403932.975567651,0.32,134,1113 23:48:35,拖网
4395,6520659.487527432,5403932.975567651,0.22,40,1113 23:38:37,拖网
4395,6520660.776161501,5403823.082007712,0.32,256,1113 23:28:37,拖网
4395,6520659.487527432,5403932.975567651,0.32,262,1113 23:08:31,拖网
4395,6520559.801796443,5403931.477825788,0.0,61,1113 22:58:35,拖网
4395,6520559.801796443,5403931.477825788,0.11,0,1113 22:48:33,拖网
4395,6520559.801796443,5403931.477825788,0.11,191,1113 22:38:31,拖网
4395,6520559.801796443,5403931.477825788,0.0,121,1113 22:28:29,拖网
4395,6520458.829056938,5404039.874962167,0.32,134,1113 22:18:29,拖网
4395,6520458.829056938,5404039.874962167,0.22,299,1113 22:08:26,拖网
4395,6520458.829056938,5404039.874962167,0.11,173,1113 21:58:22,拖网
4395,6520357.857943113,5404148.273416792,0.32,353,1113 21:48:26,拖网
4395,6520357.857943113,5404148.273416792,2.1,272,1113 21:38:25,拖网
4395,6520357.857943113,5404148.273416792,0.11,133,1113 21:18:23,拖网
4395,6520357.857943113,5404148.273416792,1.51,329,1113 21:08:21,拖网
4395,6520357.857943113,5404148.273416792,2.0,325,1113 20:58:21,拖网
4395,6520357.857943113,5404148.273416792,0.59,307,1113 20:48:22,拖网
4395,6520854.987526577,5404265.656414912,0.81,275,1113 20:38:16,拖网
4395,6520137.932483386,5405903.632417599,9.12,181,1113 20:28:14,拖网
4395,6520103.21598409,5408871.014321897,10.09,188,1113 20:18:18,拖网
4395,6520069.753986352,5411728.695132738,9.61,164,1113 20:08:41,拖网
4395,6518368.485276763,5412362.9636988975,8.09,91,1113 19:58:23,拖网
4395,6515877.958294396,5412326.392698558,8.2,91,1113 19:48:28,拖网
4395,6513987.609949285,5412079.181938117,1.67,216,1113 19:38:10,拖网
4395,6514001.195324931,5410870.117657447,5.07,350,1113 19:28:20,拖网
4395,6514119.358875625,5409222.8829491325,5.5,10,1113 19:18:37,拖网
4395,6514039.453023357,5407462.945228822,5.07,347,1113 19:08:04,拖网
4395,6514156.38928357,5405925.747232925,5.07,357,1113 18:58:07,拖网
4395,6514172.423605604,5404497.0705362605,2.0,119,1113 18:48:06,拖网
4395,6515964.221483252,5404742.8243310265,8.9,176,1113 18:38:03,拖网
4395,6515832.0825541215,5407598.786461613,9.39,185,1113 18:28:02,拖网
4395,6515899.231055555,5410457.84780316,8.69,179,1113 18:18:01,拖网
4395,6515384.838863222,5411879.487823741,1.3,302,1113 18:07:55,拖网
4395,6515402.295837834,5410340.6955004595,7.02,2,1113 17:57:59,拖网
4395,6515419.7441907255,5408801.960533177,5.5,5,1113 17:48:00,拖网
4395,6515438.429285884,5407153.37967735,1.08,10,1113 17:37:58,拖网
4395,6515453.370234174,5405834.56255104,1.03,8,1113 17:27:57,拖网
4395,6515563.006776822,5404956.82137241,2.1,91,1113 17:17:57,拖网
4395,6515663.93232176,5404848.371953565,3.08,282,1113 17:07:56,拖网
4395,6516845.011343986,5406184.6058524875,1.89,205,1113 16:59:10,拖网
4395,6516678.705551507,5412008.278550583,2.0,185,1113 16:37:51,拖网
4395,6516288.993832752,5411233.048386719,1.78,353,1113 16:27:52,拖网
4395,6516306.555494605,5409694.282210706,0.92,353,1113 16:17:51,拖网
4395,6516324.108480749,5408155.573429283,1.3,326,1113 16:07:48,拖网
4395,6516341.652790135,5406616.922134321,5.02,353,1113 15:57:47,拖网
4395,6516458.866596345,5405079.784108023,4.32,337,1113 15:47:48,拖网
4395,6516761.667664161,5404754.466163119,2.48,282,1113 15:37:46,拖网
4395,6517844.234019873,5405979.456389081,10.09,182,1113 15:27:46,拖网
4395,6517808.783234117,5409056.761878223,10.09,178,1113 15:17:46,拖网
4395,6517773.297386764,5412134.297097981,9.77,176,1113 15:07:40,拖网
4395,6517485.816406667,5411140.660442328,4.37,8,1113 14:57:42,拖网
4395,6517502.257560822,5409711.810004471,5.07,7,1113 14:47:43,拖网
4395,6517519.954984417,5408173.103340357,5.18,4,1113 14:37:47,拖网
4395,6517453.122449923,5405314.1911903415,4.59,10,1113 14:17:43,拖网
4395,6518359.089943698,5404558.149294435,7.72,276,1113 14:07:42,拖网
4395,6518931.6829988975,5406764.991207332,10.09,179,1113 13:57:38,拖网
4395,6518894.682181742,5409952.260209554,10.09,180,1113 13:47:40,拖网
4395,6518368.485276763,5412362.9636988975,10.09,91,1113 13:37:38,拖网
4395,6515079.738961304,5412424.7387561,10.09,81,1113 13:27:33,拖网
4395,6513293.927116967,5411739.437652341,3.89,344,1113 13:17:36,拖网
4395,6513211.4913969925,5410199.22160048,5.07,3,1113 13:07:31,拖网
4395,6513229.901306236,5408550.579497556,5.4,4,1113 12:57:26,拖网
4395,6513247.075092918,5407011.906381018,5.29,352,1113 12:47:29,拖网
4395,6513264.240386558,5405473.290819223,5.61,357,1113 12:37:28,拖网
4395,6513276.496110196,5404374.314992139,1.78,357,1113 12:27:23,拖网
4395,6514009.837819631,5410100.731538088,5.4,359,1113 11:07:31,拖网
4395,6514028.350262874,5408452.09530778,0.92,358,1113 10:57:16,拖网
4395,6514044.386450685,5407023.330601297,4.91,360,1113 10:47:24,拖网
4395,6513961.972161817,5405483.284725782,2.21,310,1113 10:38:35,拖网
4395,6513961.972161817,5405483.284725782,2.21,310,1113 10:37:33,拖网
4395,6514073.9723726995,5404385.741575244,3.4,276,1113 10:17:23,拖网
4395,6514948.803621711,5406376.846711569,10.09,174,1113 10:07:40,拖网
4395,6514911.56169835,5409674.014662471,10.09,175,1113 09:57:11,拖网
4395,6514585.354295235,5412087.788589913,0.92,333,1113 09:47:13,拖网
4395,6514601.476287179,5410658.899207202,4.91,10,1113 09:37:08,拖网
4395,6514620.069399193,5409010.242125874,5.07,5,1113 09:27:05,拖网
4395,6514637.414089163,5407471.555001069,5.29,1,1113 09:17:24,拖网
4395,6514637.414089163,5407471.555001069,5.29,1,1113 09:17:07,拖网
4395,6515754.882478723,5405619.106746452,10.09,179,1113 08:47:07,拖网
4395,6515719.940695886,5408696.394976813,3.4,166,1113 08:37:04,拖网
4395,6515686.214100562,5411663.997716016,9.5,179,1113 08:27:03,拖网
4395,6515291.44486528,5411328.467557266,3.4,356,1113 08:16:58,拖网
4395,6515209.245009636,5409788.251354753,4.91,295,1113 08:07:01,拖网
4395,6515227.910251055,5408139.630542716,5.77,4,1113 07:57:01,拖网
4395,6515245.322224217,5406600.977323083,5.07,5,1113 07:47:01,拖网
