渔船ID,x,y,速度,方向,time,type
2934,6102669.373724911,5064170.125780288,3.67,20,1113 23:51:08,拖网
2934,6102342.904284605,5063090.296581118,4.16,8,1113 23:41:08,拖网
2934,6101912.230676379,5061904.427875904,4.16,27,1113 23:31:08,拖网
2934,6101585.678929799,5060824.706524737,3.67,11,1113 23:21:08,拖网
2934,6101257.083451013,5059636.26102003,2.86,9,1113 23:11:08,拖网
2934,6100828.270168642,5058559.34849291,4.75,25,1113 23:01:08,拖网
2934,6100497.578446971,5057262.254060979,4.05,5,1113 22:51:08,拖网
2934,6099966.462767477,5056188.174075056,4.37,25,1113 22:41:08,拖网
2934,6099535.475786296,5055002.686751736,4.05,16,1113 22:31:08,拖网
2934,6099104.433349164,5053817.266081294,3.99,7,1113 22:21:07,拖网
2934,6098673.3355044285,5052631.912110581,4.26,5,1113 22:11:06,拖网
2934,6098346.438387439,5051552.638381451,4.37,26,1113 22:02:05,拖网
2934,6097911.193325496,5050149.931587689,4.7,24,1113 21:51:07,拖网
2934,6097375.657767142,5048858.783186296,4.7,14,1113 21:41:07,拖网
2934,6096942.306449098,5047564.976787073,4.48,11,1113 21:31:07,拖网
2934,6096508.895839775,5046271.246768551,4.86,27,1113 21:21:07,拖网
2934,6095975.180408703,5045089.064741367,4.26,6,1113 21:11:06,拖网
2934,6095645.965395485,5043901.444406401,4.48,3,1113 21:01:06,拖网
2934,6095314.675816053,5042605.173707956,4.7,4,1113 20:51:06,拖网
2934,6094983.3447027765,5041308.971962929,4.37,10,1113 20:41:08,拖网
2934,6094654.010204822,5040121.5392250735,4.16,20,1113 20:31:08,拖网
2934,6094220.277213255,5038828.240877384,4.26,18,1113 20:21:08,拖网
2934,6093890.85565562,5037640.935247439,4.26,10,1113 20:11:08,拖网
2934,6093461.102748681,5036565.153569014,4.05,16,1113 20:02:05,拖网
2934,6093229.852121213,5035157.821723028,4.26,25,1113 19:51:08,拖网
2934,6092900.312997525,5033970.699910809,4.05,21,1113 19:41:08,拖网
2934,6092675.1423205845,5032889.523586227,2.37,204,1113 19:31:07,拖网
2934,6092572.781963858,5032892.31032229,0.38,276,1113 19:21:08,拖网
2934,6092675.1423205845,5032889.523586227,1.3,299,1113 19:11:08,拖网
2934,6092779.548104289,5032995.410692949,2.27,236,1113 19:01:08,拖网
2934,6093193.072625678,5033201.625199033,3.89,255,1113 18:51:08,拖网
2934,6094018.0537998155,5033505.43375886,1.35,178,1113 18:41:08,拖网
2934,6094439.686515516,5034146.410484792,3.78,212,1113 18:31:08,拖网
2934,6095172.392897598,5034996.492481711,3.56,213,1113 18:21:08,拖网
2934,6095602.053842011,5036072.289228754,3.78,204,1113 18:11:08,拖网
2934,6096129.948283517,5036928.014269062,3.89,219,1113 18:02:06,拖网
2934,6096766.180892739,5038107.1248460505,4.05,210,1113 17:51:08,拖网
2934,6097195.670640888,5039183.10628563,3.89,194,1113 17:41:08,拖网
2934,6097625.109715414,5040259.146300023,3.89,201,1113 17:31:09,拖网
2934,6098054.498076009,5041335.244853549,4.16,202,1113 17:21:09,拖网
2934,6098383.550658836,5042522.840538122,4.16,187,1113 17:11:09,拖网
2934,6098917.142385022,5043705.046214543,4.16,204,1113 17:01:09,拖网
2934,6099853.776842636,5044550.306793479,3.99,233,1113 16:51:09,拖网
2934,6100988.883414174,5045064.107976594,4.05,247,1113 16:41:09,拖网
2934,6102123.918823865,5045578.045348863,4.05,248,1113 16:31:08,拖网
2934,6103260.863209486,5046200.844019719,4.16,244,1113 16:21:08,拖网
2934,6104397.7205483,5046823.783721092,4.37,245,1113 16:11:09,拖网
2934,6105428.293101039,5047232.06207615,4.05,264,1113 16:02:06,拖网
2934,6106862.016450727,5047303.672897308,3.89,265,1113 15:51:08,拖网
2934,6107985.0340508055,5047165.918150271,3.89,272,1113 15:41:09,拖网
2934,6109212.287522864,5047134.396351045,3.89,276,1113 15:31:09,拖网
2934,6110439.552478085,5047103.021981938,4.75,256,1113 15:21:09,拖网
2934,6111664.909896058,5046963.064283997,3.89,276,1113 15:11:09,拖网
2934,6112892.206737668,5046931.984549273,4.37,243,1113 15:01:08,拖网
2934,6114119.5149010215,5046901.052249868,2.86,249,1113 14:51:09,拖网
2934,6114837.345375709,5046991.80784775,1.46,187,1113 14:41:07,拖网
2934,6115047.579857133,5047312.877760921,2.27,212,1113 14:31:08,拖网
2934,6115257.806269061,5047633.955625972,0.38,171,1113 14:21:08,拖网
2934,6115570.294244017,5047952.483904906,2.37,202,1113 14:11:08,拖网
2934,6115782.392100228,5048382.316538016,1.78,206,1113 14:02:06,拖网
2934,6115994.479395496,5048812.160015166,1.19,214,1113 13:51:08,拖网
2934,6116100.519081744,5049027.085819505,0.59,227,1113 13:41:08,拖网
2934,6116308.817217379,5049239.464190314,0.86,225,1113 13:31:08,拖网
2934,6116414.850182805,5049454.39647605,0.76,175,1113 13:21:08,拖网
2934,6116320.138084418,5049891.913124491,2.7,131,1113 13:11:08,拖网
2934,6115814.528980673,5050230.903129291,3.78,107,1113 13:01:09,拖网
2934,6114689.740540565,5050259.065439521,3.45,95,1113 12:51:09,拖网
2934,6113566.869323045,5050396.095201493,3.56,87,1113 12:41:08,拖网
2934,6112442.1081541395,5050424.505019741,3.89,94,1113 12:31:08,拖网
2934,6102508.262288911,5049810.468894906,4.48,43,1113 11:01:09,拖网
