渔船ID,x,y,速度,方向,time,type
4813,6118355.637380666,5130890.391171909,0.0,0,1106 23:56:06,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 23:47:03,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 23:36:06,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 23:28:36,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 23:06:05,刺网
4813,6118355.637380666,5130890.391171909,0.05,0,1106 22:56:05,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 22:46:05,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 22:39:26,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 20:22:04,刺网
4813,6118355.637380666,5130890.391171909,0.05,0,1106 19:36:06,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 19:06:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 18:56:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 18:46:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 18:36:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 18:26:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 18:16:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 18:06:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 17:56:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 17:47:04,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 17:36:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 17:26:07,刺网
4813,6118355.637380666,5130890.391171909,0.05,0,1106 17:16:07,刺网
4813,6118355.637380666,5130890.391171909,0.05,0,1106 17:06:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 16:56:07,刺网
4813,6118355.637380666,5130890.391171909,0.05,0,1106 16:46:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 16:36:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 16:27:45,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 16:06:06,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 15:56:06,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 15:48:59,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 15:26:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 15:16:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 15:06:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 14:56:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 14:46:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 14:36:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 14:26:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 14:16:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 14:06:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 13:56:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 13:47:05,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 13:36:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 13:26:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 13:16:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 13:06:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 12:56:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 12:46:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 12:36:08,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 12:26:08,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 12:16:08,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 12:06:08,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 11:56:08,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 11:47:05,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 11:36:08,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 11:26:08,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 11:16:08,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 11:06:08,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 10:56:08,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 10:46:08,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 10:37:56,刺网
4813,6118355.637380666,5130890.391171909,0.05,0,1106 10:16:08,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 10:06:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 09:56:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 09:47:05,刺网
4813,6118355.637380666,5130890.391171909,0.16,0,1106 09:36:08,刺网
4813,6118355.637380666,5130890.391171909,0.05,0,1106 09:26:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 09:16:08,刺网
4813,6118355.637380666,5130890.391171909,0.05,0,1106 09:06:08,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 08:56:08,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 08:46:08,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 08:36:08,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 08:26:08,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 08:16:08,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 08:06:09,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 07:56:09,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 07:47:06,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 07:36:09,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 07:26:09,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 07:16:09,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 07:06:09,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 06:56:09,刺网
4813,6118355.637380666,5130890.391171909,0.49,17,1106 06:46:09,刺网
4813,6118355.637380666,5130890.391171909,0.05,0,1106 06:36:09,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 06:26:09,刺网
4813,6118355.637380666,5130890.391171909,0.05,0,1106 06:16:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 06:06:09,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 05:56:09,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 05:47:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 05:36:09,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 05:26:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 05:16:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 05:06:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 04:56:09,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 04:46:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 04:36:09,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 04:26:09,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 04:16:09,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 04:06:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 03:56:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 03:47:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 03:36:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 03:26:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 03:16:09,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 03:06:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 02:56:09,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 02:46:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 02:36:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 02:26:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 02:16:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 02:06:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 01:56:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 01:47:07,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 01:36:10,刺网
4813,6118355.637380666,5130890.391171909,0.05,0,1106 01:26:10,刺网
4813,6118355.637380666,5130890.391171909,0.05,0,1106 01:16:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 01:06:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 00:56:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 00:46:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 00:36:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 00:26:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1106 00:16:10,刺网
4813,6118355.637380666,5130890.391171909,0.05,0,1106 00:06:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 23:56:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 23:47:08,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 23:36:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 23:26:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 23:16:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 23:06:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 22:56:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 22:46:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 22:36:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 22:26:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 22:16:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 22:06:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 21:56:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 21:47:08,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 21:36:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 21:26:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 21:16:10,刺网
4813,6118355.637380666,5130890.391171909,0.05,0,1105 21:06:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 20:56:10,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 20:46:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 20:36:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 20:26:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 20:16:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 20:06:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 19:56:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 19:47:08,刺网
4813,6118355.637380666,5130890.391171909,0.05,0,1105 19:36:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 19:26:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 19:16:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 19:06:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 18:56:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 18:46:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 18:36:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 18:26:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 18:16:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 18:06:11,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 17:56:11,刺网
4813,6118355.637380666,5130890.391171909,0.05,0,1105 17:49:29,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 17:26:12,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 17:16:12,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 17:06:12,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 16:56:12,刺网
4813,6118355.637380666,5130890.391171909,0.0,0,1105 16:46:12,刺网
4813,6118255.893425629,5131001.954037917,0.0,0,1105 16:36:12,刺网
4813,6118255.893425629,5131001.954037917,0.0,0,1105 16:26:12,刺网
4813,6118255.893425629,5131001.954037917,0.0,0,1105 16:16:12,刺网
4813,6118255.893425629,5131001.954037917,0.0,0,1105 16:06:12,刺网
4813,6118255.893425629,5131001.954037917,0.0,0,1105 15:56:12,刺网
4813,6118255.893425629,5131001.954037917,0.0,0,1105 15:47:09,刺网
4813,6118255.893425629,5131001.954037917,0.05,0,1105 15:36:12,刺网
4813,6118455.3830512045,5130778.829662764,0.16,0,1105 15:26:12,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 15:16:12,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 15:06:12,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 14:56:12,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 14:46:11,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 14:36:11,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 14:26:11,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 14:16:11,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 14:06:12,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 13:56:12,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 13:47:09,刺网
4813,6118455.3830512045,5130778.829662764,0.27,0,1105 13:36:12,刺网
4813,6118455.3830512045,5130778.829662764,0.05,0,1105 13:26:12,刺网
4813,6118455.3830512045,5130778.829662764,0.05,0,1105 13:16:12,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 13:06:12,刺网
4813,6118455.3830512045,5130778.829662764,0.05,0,1105 12:56:12,刺网
4813,6118455.3830512045,5130778.829662764,0.05,0,1105 12:46:12,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 12:36:12,刺网
4813,6118455.3830512045,5130778.829662764,0.05,0,1105 12:26:12,刺网
4813,6118455.3830512045,5130778.829662764,0.16,0,1105 12:17:45,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 11:56:12,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 11:47:10,刺网
4813,6118455.3830512045,5130778.829662764,0.27,0,1105 11:36:12,刺网
4813,6118455.3830512045,5130778.829662764,0.16,0,1105 11:26:12,刺网
4813,6118455.3830512045,5130778.829662764,0.16,0,1105 11:16:12,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 11:06:12,刺网
4813,6118455.3830512045,5130778.829662764,0.05,0,1105 10:56:13,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 10:46:13,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 10:36:13,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 10:26:13,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 10:16:13,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 10:06:13,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 09:56:13,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 09:47:10,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 09:36:13,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 09:26:13,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 09:16:13,刺网
4813,6118455.3830512045,5130778.829662764,0.05,0,1105 09:06:13,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 08:56:12,刺网
4813,6118455.3830512045,5130778.829662764,0.0,0,1105 08:46:13,刺网
