渔船ID,x,y,速度,方向,time
8038,6410934.116517342,5254691.059900924,2.48,162,1030 17:31:44
8038,6410630.924905582,5254908.8133111335,0.7,50,1030 17:21:45
8038,6409623.695487625,5254467.000802528,5.5,50,1030 17:11:45
8038,6408214.185784474,5253585.911520159,3.89,61,1030 17:01:44
8038,6406703.336082082,5252814.151245327,2.7,40,1030 16:51:43
8038,6405394.051745344,5252043.320906339,5.72,50,1030 16:41:44
8038,6403882.864926961,5251272.0169688715,1.3,30,1030 16:31:40
8038,6402472.385575295,5250501.270989554,0.92,61,1030 16:21:40
8038,6401061.7439038325,5249730.7391769085,3.62,40,1030 16:11:41
8038,6399752.29834756,5248741.7968767565,2.1,20,1030 16:01:35
8038,6397334.647893733,5246765.031167411,5.5,40,1030 15:41:39
8038,6397334.647893733,5246765.031167411,5.5,40,1030 15:41:37
8038,6394916.092880674,5244898.40007341,5.18,50,1030 15:21:38
8038,6393807.770603619,5243801.4061905015,6.1,40,1030 15:11:39
8038,6392699.092628785,5242814.005645028,5.02,40,1030 15:01:38
8038,6391691.365842425,5241717.527448913,5.77,50,1030 14:51:37
8038,6390582.361348125,5240730.418449065,5.4,40,1030 14:41:38
8038,6389574.157051646,5239743.644778968,4.91,40,1030 14:31:36
8038,6388464.835521855,5238756.8244509315,4.59,40,1030 14:21:37
8038,6386447.799932508,5236674.52277535,4.37,40,1030 14:01:35
8038,6385640.976630781,5235688.568613202,1.89,30,1030 13:51:43
8038,6385537.644347514,5237876.791914603,10.09,215,1030 13:41:43
8038,6386645.613099911,5240285.819765327,2.91,229,1030 13:31:30
8038,6386947.974659023,5240724.015001819,1.78,161,1030 13:21:35
8038,6387250.447557004,5241052.792741597,0.11,61,1030 13:11:32
8038,6387553.30600871,5241053.285419287,0.92,235,1030 13:01:30
8038,6387049.0592729775,5240614.744493078,4.91,40,1030 12:51:36
8038,6386242.392876153,5239738.058032389,4.7,40,1030 12:41:36
8038,6385334.768056737,5238751.889259318,4.91,30,1030 12:31:29
8038,6384527.988182117,5237765.96506062,4.7,30,1030 12:21:37
8038,6383721.090692455,5236780.133361579,3.78,30,1030 12:11:27
8038,6382812.893606279,5236013.106874335,4.32,40,1030 12:01:35
8038,6381097.355270592,5234260.6288563525,3.51,30,1030 11:41:26
8038,6380188.914881403,5233384.486352966,4.8,40,1030 11:31:22
8038,6378472.705430825,5231632.587646175,1.67,71,1030 11:11:24
8038,6377462.838655078,5230866.082502804,1.3,40,1030 11:01:19
8038,6376351.823710094,5230099.641330599,1.78,50,1030 10:51:17
8038,6374634.705714272,5228348.562103386,3.78,30,1030 10:31:17
8038,6373725.4761549225,5227363.762785165,2.1,30,1030 10:21:16
8038,6372816.100719706,5226488.459346412,3.89,30,1030 10:11:16
8038,6372007.684360783,5225503.8867942905,3.89,20,1030 10:01:36
8038,6372007.684360783,5225503.8867942905,3.89,20,1030 10:01:35
8038,6371098.075717928,5224519.405730281,4.91,30,1030 09:51:16
8038,6372411.788122677,5227144.716446226,0.59,173,1030 09:21:09
8038,6372917.084961808,5227035.4120622715,0.81,239,1030 09:11:05
8038,6372816.100719706,5226488.459346412,6.21,20,1030 09:01:04
8038,6371603.483423529,5223863.1518319035,5.72,20,1030 08:41:06
8038,6370895.909726878,5222550.62865694,5.29,30,1030 08:31:04
8038,6370188.206698135,5221347.574779307,5.4,10,1030 08:21:05
8038,6369278.163187672,5220144.645267818,6.1,40,1030 08:11:00
