渔船ID,x,y,速度,方向,time
7550,6253071.8318087375,5251032.6957142325,0.32,30,1106 23:54:48
7550,6253071.8318087375,5251032.6957142325,0.22,145,1106 23:44:47
7550,6253071.8318087375,5251032.6957142325,0.11,0,1106 23:34:46
7550,6253071.8318087375,5251032.6957142325,0.22,146,1106 23:24:43
7550,6253071.8318087375,5251032.6957142325,0.32,170,1106 23:14:41
7550,6253071.8318087375,5251032.6957142325,0.32,275,1106 23:04:44
7550,6253071.8318087375,5251032.6957142325,0.22,129,1106 22:54:44
7550,6253071.8318087375,5251032.6957142325,0.11,0,1106 22:44:38
7550,6253071.8318087375,5251032.6957142325,0.11,0,1106 22:34:39
7550,6253172.694790347,5251031.515694133,8.8,145,1106 22:24:41
7550,6253071.8318087375,5251032.6957142325,3.29,230,1106 22:14:36
7550,6253071.8318087375,5251032.6957142325,0.22,243,1106 22:04:40
7550,6253071.8318087375,5251032.6957142325,0.11,81,1106 21:54:33
7550,6253071.8318087375,5251032.6957142325,0.11,0,1106 21:44:39
7550,6253071.8318087375,5251032.6957142325,0.22,279,1106 21:34:35
7550,6253071.8318087375,5251032.6957142325,0.0,207,1106 21:24:35
7550,6253071.8318087375,5251032.6957142325,0.22,248,1106 19:14:36
7550,6253071.8318087375,5251032.6957142325,0.32,0,1106 19:04:29
7550,6253071.8318087375,5251032.6957142325,0.32,120,1106 18:44:24
7550,6253071.8318087375,5251032.6957142325,0.32,71,1106 18:34:20
7550,6253071.8318087375,5251032.6957142325,0.11,0,1106 18:24:21
7550,6253071.8318087375,5251032.6957142325,0.32,0,1106 18:14:22
7550,6253071.8318087375,5251032.6957142325,0.0,125,1106 18:04:46
7550,6253071.8318087375,5251032.6957142325,0.22,245,1106 17:54:39
7550,6253071.8318087375,5251032.6957142325,0.11,284,1106 17:34:30
7550,6253071.8318087375,5251032.6957142325,0.22,274,1106 17:24:15
7550,6253071.8318087375,5251032.6957142325,0.0,40,1106 17:14:18
7550,6253071.8318087375,5251032.6957142325,0.11,124,1106 17:04:14
7550,6253071.8318087375,5251032.6957142325,0.11,256,1106 16:54:14
7550,6253071.8318087375,5251032.6957142325,0.22,91,1106 16:44:14
7550,6253071.8318087375,5251032.6957142325,0.22,30,1106 16:34:11
7550,6253071.8318087375,5251032.6957142325,0.32,0,1106 16:05:40
7550,6253071.8318087375,5251032.6957142325,0.22,134,1106 15:44:18
7550,6253071.8318087375,5251032.6957142325,0.11,50,1106 15:34:10
7550,6253071.8318087375,5251032.6957142325,0.0,143,1106 15:24:33
7550,6253071.8318087375,5251032.6957142325,0.11,0,1106 15:14:27
7550,6253071.8318087375,5251032.6957142325,0.11,0,1106 15:04:26
7550,6253071.8318087375,5251032.6957142325,0.0,295,1106 14:54:28
7550,6253071.8318087375,5251032.6957142325,0.11,355,1106 14:44:47
7550,6253071.8318087375,5251032.6957142325,0.0,124,1106 14:33:58
7550,6253071.8318087375,5251032.6957142325,0.22,0,1106 14:23:57
