渔船ID,x,y,速度,方向,time
8598,6224815.484040551,5193105.092084424,0.32,0,1123 23:53:28
8598,6224816.637971371,5193214.358385503,0.49,71,1123 23:43:26
8598,6224920.22606255,5193431.429212022,0.7,115,1123 23:41:34
8598,6225024.963732023,5193757.770651142,1.67,213,1123 23:24:08
8598,6225432.373986619,5193970.47097961,3.78,236,1123 23:19:39
8598,6226351.859816974,5194722.290006092,3.78,226,1123 23:09:48
8598,6227373.6514437925,5195582.046319805,4.1,214,1123 22:59:37
8598,6228292.934969776,5196334.07936616,4.1,228,1123 22:49:43
8598,6229213.244443013,5197195.493521362,4.1,223,1123 22:39:36
8598,6230134.559211453,5198166.2976420205,3.99,216,1123 22:29:32
8598,6230955.619236391,5199247.903058548,4.48,210,1123 22:19:34
8598,6231572.990588073,5200223.109593613,3.99,218,1123 22:09:42
8598,6232392.73152224,5201195.605587787,3.89,218,1123 21:59:41
8598,6233112.237083573,5202278.873957787,4.21,208,1123 21:49:37
8598,6233931.760102735,5203251.555602433,4.21,202,1123 21:39:38
8598,6234649.969516316,5204225.696907467,3.99,207,1123 21:30:05
8598,6235369.159398339,5205309.225438133,3.72,213,1123 21:19:29
8598,6236188.3614481175,5206282.179523611,4.32,227,1123 21:09:35
8598,6237207.694022537,5207033.920400475,3.08,226,1123 20:59:26
8598,6238024.562220988,5207788.441727924,3.99,237,1123 20:49:32
8598,6238943.567984835,5208651.042743354,3.78,238,1123 20:39:22
8598,6239249.180776677,5208865.720133649,3.89,221,1123 20:36:09
8598,6240167.004446338,5209619.138349088,3.62,234,1123 20:26:09
8598,6240882.410357951,5210375.260320667,3.62,226,1123 20:16:50
8598,6241800.05220631,5211128.861499192,3.18,227,1123 20:06:22
8598,6242515.297449026,5211885.133694379,3.29,232,1123 19:56:31
8598,6244046.702172444,5213396.6104495665,1.78,238,1123 19:36:08
8598,6244761.71678113,5214153.093509045,3.78,245,1123 19:26:08
8598,6247382.355972324,5213136.552896904,3.18,322,1123 19:16:06
8598,6247891.989063897,5213567.7197981365,1.19,219,1123 19:06:15
8598,6248095.246440887,5213674.5933782365,1.08,281,1123 18:56:19
8598,6248095.246440887,5213674.5933782365,1.51,311,1123 18:46:29
8598,6248190.51787632,5213017.350887888,0.81,307,1123 18:35:59
8598,6247677.929817663,5212258.178797873,4.1,50,1123 18:26:06
8598,6246759.68278628,5211394.687595563,4.1,40,1123 18:16:05
8598,6245840.329983359,5210421.97659086,4.21,50,1123 18:06:02
8598,6244820.687353018,5209559.9630704615,4.1,40,1123 17:55:55
8598,6243600.599427908,5208919.2640782865,4.37,61,1123 17:45:54
8598,6242480.558256754,5208168.119992191,4.7,50,1123 17:35:53
8598,6241261.278265801,5207637.047002053,3.72,61,1123 17:25:54
8598,6240752.27019967,5207315.607136091,4.37,40,1123 17:22:38
8598,6240752.27019967,5207315.607136091,4.32,40,1123 17:21:27
8598,6239933.439533419,5206342.251319602,4.7,40,1123 17:11:27
8598,6239113.452437885,5205259.682394058,4.37,20,1123 17:01:28
8598,6238292.290929342,5204067.911306404,4.48,30,1123 16:51:25
8598,6237472.054119674,5202985.550115472,4.32,30,1123 16:41:26
8598,6236651.695601407,5201903.291046595,4.7,20,1123 16:31:25
8598,6235830.144958902,5200711.841251846,5.02,50,1123 16:21:24
8598,6234909.376681558,5199740.441303979,4.7,40,1123 16:11:25
8598,6233887.241370987,5198770.526164692,4.48,40,1123 16:01:26
8598,6232966.2201183215,5197799.360952232,4.7,40,1123 15:51:22
8598,6232045.075935452,5196828.308559525,4.37,30,1123 15:41:49
8598,6230402.740371666,5194665.180527352,4.48,30,1123 15:21:22
8598,6229783.95223911,5193580.940894232,4.7,20,1123 15:11:22
8598,6229163.954704813,5192387.510330074,2.32,40,1123 15:01:21
8598,6229572.460084988,5192709.634116555,9.28,217,1123 14:51:18
8598,6231314.1980102165,5194652.55444146,3.4,213,1123 14:41:20
8598,6231211.820611223,5194544.68125146,1.19,91,1123 14:31:20
8598,6231007.06126918,5194328.939054437,1.03,346,1123 14:21:20
8598,6231621.3211176,5194976.182376759,3.72,203,1123 14:01:17
8598,6232135.357376384,5195734.141220212,3.99,215,1123 13:51:15
8598,6232750.600975637,5196490.759255152,2.37,230,1123 13:41:19
8598,6233366.869318522,5197356.713445237,2.32,215,1123 13:31:13
8598,6233981.9810456615,5198113.443916395,4.32,211,1123 13:21:13
8598,6234392.38042891,5198654.389978072,6.21,188,1123 13:17:57
8598,6234392.38042891,5198654.389978072,6.58,188,1123 13:14:54
8598,6234705.82365476,5199633.8788113985,3.51,165,1123 13:05:21
8598,6235020.304220048,5200722.698704399,3.08,184,1123 12:54:58
8598,6235636.2625598125,5201588.902505526,4.32,220,1123 12:44:52
8598,6235849.42037298,5202679.167880588,3.89,185,1123 12:34:52
8598,6236062.550376774,5203769.473326607,3.78,192,1123 12:24:53
8598,6236376.852506879,5204858.470648008,3.08,318,1123 12:14:50
8598,6236891.366372783,5205726.207174556,3.62,246,1123 12:04:55
8598,6237708.3241796335,5206480.673158743,3.62,234,1123 11:54:51
8598,6238526.248681547,5207344.537042242,4.1,220,1123 11:44:47
8598,6239241.852481337,5208100.490834883,2.37,226,1123 11:34:47
8598,6240059.593750222,5208964.52130889,4.21,225,1123 11:24:50
8598,6240672.83551365,5209612.602445667,4.48,233,1123 11:16:58
8598,6242203.649933805,5211014.368881058,4.1,226,1123 11:06:51
8598,6242203.649933805,5211014.368881058,4.1,226,1123 11:00:38
8598,6243021.048567901,5211878.715330382,4.32,222,1123 10:50:37
8598,6244042.658985592,5212959.273135216,4.7,218,1123 10:40:36
8598,6244142.791769045,5212848.669270408,1.4,236,1123 10:30:34
8598,6243838.349162913,5212743.1504883515,1.89,205,1123 10:20:34
8598,6244144.811597332,5213067.336536947,1.89,223,1123 10:17:23
8598,6244248.981125344,5213394.070727138,1.67,210,1123 10:11:06
8598,6244248.981125344,5213394.070727138,2.0,210,1123 10:07:58
8598,6244352.137652897,5213611.473218361,1.62,242,1123 10:04:57
8598,6244352.137652897,5213611.473218361,1.51,242,1123 10:01:20
8598,6245271.3938270435,5214584.140893605,4.59,222,1123 09:51:28
8598,6245271.3938270435,5214584.140893605,4.59,222,1123 09:51:22
8598,6247007.427339446,5216421.7080481,4.32,226,1123 09:31:13
8598,6248130.506497152,5217610.935206802,4.37,238,1123 09:25:50
8598,6248130.506497152,5217610.935206802,4.32,238,1123 09:17:45
8598,6249865.808119003,5219449.160888295,4.91,227,1123 08:57:35
8598,6250682.266645855,5220314.346504553,4.32,224,1123 08:47:35
8598,6251499.581247125,5221288.981783802,4.7,220,1123 08:37:38
8598,6252316.784829435,5222263.7115704315,3.78,229,1123 08:27:44
8598,6254564.686280518,5225081.422618149,3.62,220,1123 07:57:20
8598,6255179.3670415925,5226058.827323636,3.62,211,1123 07:47:23
8598,6255594.653769761,5227366.748731019,3.72,134,1123 07:37:23
8598,6254882.728499887,5226827.958364748,2.7,50,1123 07:27:23
8598,6254269.9272077875,5226069.303134291,3.18,20,1123 07:17:22
8598,6253656.1218979815,5225201.3278298,3.78,30,1123 07:07:35
8598,6253142.3609575,5224222.860692807,3.51,30,1123 06:57:21
8598,6252426.392811784,5223246.8199426215,3.51,30,1123 06:47:22
8598,6251711.2810021965,5222380.223036065,4.32,40,1123 06:37:20
8598,6251498.626524468,5221179.62055284,8.9,272,1123 06:23:20
8598,6251498.626524468,5221179.62055284,8.69,272,1123 06:15:52
8598,6253115.035193008,5221051.248663908,0.92,247,1123 06:05:49
8598,6253216.120709217,5221050.069077423,0.59,10,1123 06:04:40
8598,6253214.238901893,5220831.348044318,0.7,346,1123 05:51:58
8598,6253214.238901893,5220831.348044318,1.03,250,1123 05:41:24
8598,6253416.413272043,5220828.991869545,0.38,271,1123 05:31:24
8598,6253509.994093797,5219952.9449590435,3.78,30,1123 05:21:23
8598,6252692.745422091,5218978.184821388,3.99,266,1123 05:11:22
8598,6251976.493454178,5218002.3272479605,4.48,50,1123 05:01:21
8598,6251159.985627081,5217137.095954327,3.99,40,1123 04:51:23
8598,6250342.417331325,5216162.608183903,3.72,40,1123 04:41:21
8598,6249524.738276618,5215188.2150817085,4.21,40,1123 04:31:21
8598,6248706.948539335,5214213.91668506,4.48,40,1123 04:21:19
8598,6247989.210495995,5213129.146235303,3.4,130,1123 04:11:19
8598,6247170.2149911765,5212045.7011407465,4.21,30,1123 04:01:20
8598,6246452.254922723,5210961.110435838,2.0,30,1123 03:51:18
8598,6245734.187852194,5209876.6060771085,3.99,50,1123 03:41:54
8598,6244500.095866542,5207705.321879466,3.99,30,1123 03:21:24
