渔船ID,x,y,速度,方向,time
8863,6115568.394247717,5053718.577358689,3.45,304,1117 11:57:35
8863,6116583.14003713,5053258.034102585,3.56,297,1117 11:47:35
8863,6117401.0084047085,5053237.6917678965,3.29,156,1117 11:37:35
8863,6116384.342414385,5053589.3971947655,3.56,106,1117 11:27:35
8863,6115367.730402164,5053941.207439536,3.89,106,1117 11:19:23
8863,6113334.668468088,5054645.1423479,3.35,96,1117 10:58:32
8863,6112109.93680943,5054784.928260695,3.35,91,1117 10:47:34
8863,6110985.52234066,5054813.498495472,3.89,86,1117 10:37:35
8863,6109758.899306315,5054844.807238897,3.89,91,1117 10:27:35
8863,6108636.453106098,5054982.3954775855,3.78,95,1117 10:17:35
8863,6107512.076742716,5055011.34820602,3.67,74,1117 10:07:34
8863,6106283.5297839735,5054934.315549381,3.78,87,1117 09:57:34
8863,6105161.1394140925,5055072.285822346,3.67,100,1117 09:47:34
8863,6104547.858445076,5055088.271614188,0.27,0,1117 09:37:35
8863,6104758.216671797,5055409.21642411,1.89,271,1117 09:27:35
8863,6105369.512236548,5055284.483580867,3.89,286,1117 09:17:35
8863,6106383.780409807,5054822.9077882515,3.67,302,1117 09:07:35
8863,6107398.118649991,5054361.4391635945,3.78,305,1117 08:58:32
8863,6108616.974875873,5053894.82240613,3.67,290,1117 08:47:35
8863,6109631.46077925,5053433.5884662215,3.67,289,1117 08:39:09
8863,6111762.87789992,5052508.846566707,3.89,290,1117 08:17:35
8863,6112983.969894524,5052151.526433828,3.78,292,1117 08:07:35
8863,6113996.833094251,5051582.001961255,3.67,293,1117 07:57:35
8863,6115112.029926596,5051010.025858352,3.89,289,1117 07:47:35
8863,6116125.068838129,5050440.732532047,3.89,287,1117 07:37:35
8863,6117140.07425872,5049980.292783031,3.67,298,1117 07:27:35
8863,6118151.403071347,5049302.477482322,3.78,306,1117 07:17:35
8863,6119168.428562596,5048950.994990778,3.89,285,1117 07:07:35
8863,6120081.381927167,5048493.389953682,3.56,290,1117 06:58:33
8863,6121301.214292918,5048028.369381047,3.35,286,1117 06:47:35
8863,6122316.5788586885,5047568.477841954,3.78,290,1117 06:37:35
8863,6123436.12508872,5047214.949386232,3.56,298,1117 06:27:36
8863,6124453.448665616,5046864.014826339,4.16,281,1117 06:17:36
