渔船ID,x,y,速度,方向,time
7321,6228575.107471523,5213821.572022673,0.11,30,1117 11:51:18
7321,6228676.239043052,5213820.146772176,0.11,0,1117 11:40:29
7321,6228575.107471523,5213821.572022673,0.11,0,1117 11:30:41
7321,6228573.973317818,5213712.238102611,0.0,0,1117 11:20:44
7321,6228575.107471523,5213821.572022673,0.11,0,1117 11:10:31
7321,6228575.107471523,5213821.572022673,0.0,61,1117 11:00:36
7321,6228575.107471523,5213821.572022673,0.11,0,1117 10:50:38
7321,6228575.107471523,5213821.572022673,0.22,0,1117 10:40:39
7321,6228575.107471523,5213821.572022673,0.0,0,1117 10:30:38
7321,6228575.107471523,5213821.572022673,0.32,352,1117 10:20:31
7321,6228573.973317818,5213712.238102611,0.22,0,1117 10:10:28
7321,6228573.973317818,5213712.238102611,0.32,0,1117 10:00:32
7321,6228675.105694693,5213710.8128407635,0.32,0,1117 09:50:26
7321,6228675.105694693,5213710.8128407635,0.0,288,1117 09:40:37
7321,6228675.105694693,5213710.8128407635,5.72,118,1117 09:30:23
7321,6228675.105694693,5213710.8128407635,0.11,171,1117 09:20:20
7321,6228675.105694693,5213710.8128407635,0.11,0,1117 09:10:20
7321,6228675.105694693,5213710.8128407635,0.0,0,1117 09:00:18
7321,6228675.105694693,5213710.8128407635,0.0,20,1117 08:50:17
7321,6228675.105694693,5213710.8128407635,0.11,302,1117 08:40:17
7321,6228675.105694693,5213710.8128407635,0.32,0,1117 08:30:14
7321,6228675.105694693,5213710.8128407635,0.0,289,1117 08:20:14
7321,6228675.105694693,5213710.8128407635,0.0,91,1117 08:10:13
7321,6228675.105694693,5213710.8128407635,0.11,0,1117 08:01:00
7321,6228675.105694693,5213710.8128407635,0.11,0,1117 07:40:10
7321,6228675.105694693,5213710.8128407635,0.32,0,1117 07:30:14
7321,6228675.105694693,5213710.8128407635,0.11,4,1117 07:20:15
7321,6228675.105694693,5213710.8128407635,0.32,0,1117 07:10:29
7321,6228675.105694693,5213710.8128407635,0.32,0,1117 07:10:26
7321,6228675.105694693,5213710.8128407635,0.11,316,1117 07:00:20
7321,6228675.105694693,5213710.8128407635,0.32,0,1117 06:50:15
7321,6228675.105694693,5213710.8128407635,0.32,40,1117 06:40:13
7321,6228675.105694693,5213710.8128407635,0.11,251,1117 06:30:07
7321,6228675.105694693,5213710.8128407635,0.22,0,1117 06:20:12
7321,6228675.105694693,5213710.8128407635,0.22,0,1117 06:10:11
7321,6228675.105694693,5213710.8128407635,0.32,0,1117 06:00:13
7321,6228675.105694693,5213710.8128407635,0.0,245,1117 05:50:13
7321,6228675.105694693,5213710.8128407635,0.11,0,1117 05:40:02
7321,6228675.105694693,5213710.8128407635,0.32,266,1117 05:30:04
7321,6228675.105694693,5213710.8128407635,0.0,242,1117 05:20:26
7321,6228675.105694693,5213710.8128407635,0.0,71,1117 05:10:04
7321,6228675.105694693,5213710.8128407635,0.0,50,1117 05:00:00
7321,6228675.105694693,5213710.8128407635,0.0,81,1117 04:50:00
7321,6228675.105694693,5213710.8128407635,0.32,91,1117 04:39:58
7321,6228675.105694693,5213710.8128407635,0.22,179,1117 04:29:56
7321,6228675.105694693,5213710.8128407635,0.0,40,1117 04:19:56
7321,6228675.105694693,5213710.8128407635,0.22,290,1117 04:09:56
7321,6228675.105694693,5213710.8128407635,0.32,61,1117 03:59:55
7321,6228675.105694693,5213710.8128407635,0.32,0,1117 03:49:53
7321,6228675.105694693,5213710.8128407635,0.22,0,1117 03:39:50
7321,6228675.105694693,5213710.8128407635,0.32,0,1117 03:29:52
7321,6228675.105694693,5213710.8128407635,0.0,0,1117 03:19:50
7321,6228675.105694693,5213710.8128407635,0.0,119,1117 03:09:49
7321,6228675.105694693,5213710.8128407635,0.11,0,1117 02:59:49
7321,6228675.105694693,5213710.8128407635,0.11,0,1117 02:49:48
7321,6228675.105694693,5213710.8128407635,0.0,0,1117 02:39:47
7321,6228675.105694693,5213710.8128407635,0.0,0,1117 02:29:49
7321,6228675.105694693,5213710.8128407635,0.11,0,1117 02:09:46
7321,6228675.105694693,5213710.8128407635,0.32,346,1117 01:59:45
7321,6228675.105694693,5213710.8128407635,0.11,0,1117 01:49:44
7321,6228675.105694693,5213710.8128407635,0.11,20,1117 01:39:43
7321,6228675.105694693,5213710.8128407635,0.32,0,1117 01:29:47
7321,6228573.973317818,5213712.238102611,0.22,0,1117 01:19:46
7321,6228573.973317818,5213712.238102611,0.11,0,1117 01:09:44
7321,6228573.973317818,5213712.238102611,0.11,0,1117 00:59:44
7321,6228573.973317818,5213712.238102611,0.32,265,1117 00:49:41
7321,6228573.973317818,5213712.238102611,0.0,358,1117 00:39:43
7321,6228573.973317818,5213712.238102611,0.11,3,1117 00:29:52
7321,6228879.634097097,5213926.633614993,0.22,142,1117 00:19:43
7321,6228676.239043052,5213820.146772176,0.11,0,1117 00:09:41
7321,6228573.973317818,5213712.238102611,0.32,81,1116 23:59:36
7321,6228575.107471523,5213821.572022673,0.11,0,1116 23:49:35
7321,6228573.973317818,5213712.238102611,0.0,151,1116 23:39:31
7321,6228573.973317818,5213712.238102611,0.0,0,1116 23:29:35
7321,6228675.105694693,5213710.8128407635,0.0,148,1116 23:19:37
7321,6228573.973317818,5213712.238102611,0.22,124,1116 23:09:34
7321,6228573.973317818,5213712.238102611,0.11,139,1116 22:59:33
7321,6228573.973317818,5213712.238102611,0.0,122,1116 22:49:30
7321,6228573.973317818,5213712.238102611,0.11,120,1116 22:39:31
7321,6228575.107471523,5213821.572022673,0.0,238,1116 22:29:29
7321,6228573.973317818,5213712.238102611,0.0,301,1116 22:19:28
7321,6228573.973317818,5213712.238102611,0.32,119,1116 22:09:33
