渔船ID,x,y,速度,方向,time
8229,6306648.950338696,5253613.194616558,10.09,258,1113 23:56:16
8229,6309980.6311260415,5254358.779243598,4.32,248,1113 23:46:19
8229,6313311.9555239035,5255105.482264142,10.09,249,1113 23:36:18
8229,6316642.481569656,5255743.827017892,10.09,258,1113 23:26:27
8229,6320073.951393132,5256492.253448123,10.09,258,1113 23:16:14
8229,6323605.880528073,5257241.390466599,10.09,256,1113 23:06:12
8229,6327036.245797616,5257882.738401271,10.09,261,1113 22:56:13
8229,6330465.964193238,5258415.781321085,7.88,242,1113 22:46:06
8229,6333492.755524823,5259170.469208041,0.0,171,1113 22:36:52
8229,6336821.924649548,5260034.542801587,10.09,263,1113 22:26:34
8229,6340251.227638887,5260789.937030111,10.09,257,1113 22:16:05
8229,6343377.529319553,5261437.845203435,10.09,271,1113 22:06:07
8229,6346604.330179838,5262086.491421804,9.88,250,1113 21:56:12
8229,6349931.615117119,5262735.972438163,10.09,265,1113 21:46:12
8229,6353057.0104232235,5263386.922254004,10.09,251,1113 21:36:16
8229,6356283.007301855,5264148.210188413,10.09,276,1113 21:26:13
8229,6362834.548607332,5265454.837665932,10.09,245,1113 21:16:43
8229,6362834.548607332,5265454.837665932,10.09,245,1113 21:06:27
8229,6365152.661491372,5266329.2992251385,1.51,218,1113 20:56:02
8229,6365656.527120993,5266438.530084123,2.37,270,1113 20:46:31
8229,6366059.541363383,5266328.813520402,0.38,301,1113 20:36:05
8229,6366966.71683831,5267314.018718183,4.48,208,1113 20:26:06
8229,6367773.009840795,5268299.364673265,4.1,214,1113 20:16:36
8229,6369586.71125685,5270270.301677631,4.21,209,1113 19:56:05
8229,6370392.634915568,5271255.93903902,3.99,218,1113 19:46:07
8229,6371299.160344263,5272241.670598476,4.59,236,1113 19:35:53
8229,6372205.552545466,5273227.510936013,3.89,217,1113 19:25:55
8229,6373011.106127732,5274213.439342415,3.99,216,1113 19:15:49
8229,6373917.262889678,5275089.950435635,3.99,225,1113 19:05:59
8229,6374823.269708995,5276076.104783094,3.62,249,1113 18:55:55
8229,6375729.181663812,5276952.824477126,1.67,266,1113 18:45:47
8229,6376936.911849633,5278048.913130121,3.72,221,1113 18:35:47
8229,6376936.911849633,5278048.913130121,3.29,221,1113 18:32:26
8229,6377842.551418432,5278925.87113775,3.89,228,1113 18:22:26
8229,6378647.346134192,5279912.406800369,3.78,233,1113 18:12:25
8229,6379351.435291989,5280789.39475918,3.89,220,1113 18:02:22
8229,6379652.90608069,5281556.541389755,7.61,61,1113 17:52:28
8229,6379552.185965895,5281666.012454093,0.38,91,1113 17:42:23
8229,6379653.047959347,5281337.427960657,0.49,347,1113 17:32:19
8229,6379049.66586627,5280460.485704418,4.8,30,1113 17:22:23
8229,6378043.717981768,5279254.658956272,3.89,30,1113 17:12:21
8229,6377037.538848718,5278158.519689162,5.07,40,1113 17:02:21
8229,6375930.510690147,5277062.464504811,2.81,40,1113 16:52:20
8229,6374923.961001775,5276076.143591104,5.07,40,1113 16:42:40
8229,6373816.587223805,5274980.38443673,4.59,40,1113 16:32:22
8229,6372809.7399534825,5273884.7982390635,5.61,40,1113 16:22:17
8229,6371802.728020717,5272789.346248202,4.91,30,1113 16:12:19
8229,6370795.55154821,5271694.0285222335,4.8,40,1113 16:02:31
8229,6369687.478215229,5270598.857724367,5.61,40,1113 15:52:17
8229,6368679.945925025,5269394.298588183,5.02,40,1113 15:42:15
8229,6367773.009840795,5268299.364673265,4.21,20,1113 15:32:16
8229,6366765.16823751,5267204.587950821,5.61,30,1113 15:22:14
8229,6365757.162714427,5266109.945787516,3.89,50,1113 15:12:13
8229,6364648.270812815,5265125.008030541,4.59,30,1113 15:02:28
8229,6363539.156200571,5264030.716032017,0.81,165,1113 14:42:08
8229,6363740.7784798825,5264140.0724308975,0.22,260,1113 14:32:08
8229,6364345.733961723,5264687.17831648,3.89,221,1113 14:22:00
8229,6365152.328354089,5265562.733189083,3.78,224,1113 14:11:57
8229,6366059.581575625,5266438.32430435,4.21,236,1113 14:02:02
8229,6366966.71683831,5267314.018718183,4.37,236,1113 13:51:57
8229,6367773.009840795,5268299.364673265,3.99,220,1113 13:41:58
8229,6368579.184733591,5269284.802423619,3.4,233,1113 13:31:56
8229,6369485.964022864,5270160.793750541,4.21,209,1113 13:21:55
8229,6370291.9016479,5271146.420026726,4.32,217,1113 13:11:56
8229,6371198.441874128,5272132.139497117,3.72,242,1113 13:01:50
8229,6372104.848882805,5273117.96775029,4.48,229,1113 12:51:50
8229,6372910.416459035,5274103.885085013,3.78,212,1113 12:41:50
8229,6373816.564177505,5275089.921705512,4.21,238,1113 12:31:51
8229,6374118.60927738,5275309.086457672,3.99,50,1113 11:01:41
8229,6373313.184179116,5274432.574565678,3.89,40,1113 10:51:43
8229,6372507.641317378,5273665.681475673,3.62,40,1113 10:41:45
8229,6371601.300951026,5272679.801879065,2.91,40,1113 10:31:42
8229,6370795.554836919,5271913.083340073,3.89,20,1113 10:21:38
8229,6370090.430182022,5270927.386032756,3.4,30,1113 10:11:40
8229,6369284.478595885,5270051.303806955,4.21,40,1113 10:01:38
8229,6368478.421900688,5269175.307603559,3.78,20,1113 09:51:40
8229,6367672.233060359,5268189.880947512,4.21,30,1113 09:41:48
8229,6366865.959776257,5267314.0595688615,4.7,20,1113 09:32:19
8229,6365051.5581886135,5265562.792203302,4.21,61,1113 09:12:06
8229,6364849.81769374,5265124.882936504,1.19,201,1113 09:02:20
8229,6364950.640356245,5265234.328978397,5.02,213,1113 09:00:52
8229,6365152.375939787,5265672.2416128665,0.22,0,1113 08:50:35
8229,6365454.774239252,5265891.08848477,3.89,226,1113 08:40:37
8229,6366362.02344769,5266876.227065948,4.32,223,1113 08:30:24
8229,6367168.355755081,5267751.997319242,4.1,205,1113 08:20:27
8229,6368075.354156838,5268737.3417695435,3.99,222,1113 08:10:23
8229,6369788.210658678,5270598.8451192165,4.1,214,1113 07:50:24
8229,6371399.877169613,5272351.203042775,3.78,210,1113 07:30:34
8229,6373011.122584468,5274103.904743912,3.89,218,1113 07:10:22
8229,6373816.610269247,5274870.847501815,2.81,209,1113 07:00:20
8229,6374621.976039342,5275747.410381919,5.5,241,1113 06:50:20
8229,6375527.923455972,5276624.103944266,3.89,248,1113 06:40:19
8229,6376534.477954772,5277391.410767243,3.99,243,1113 06:30:17
8229,6377540.863320319,5278268.381562433,7.77,231,1113 06:20:15
8229,6376836.283199081,5277939.30791089,3.78,40,1113 05:50:16
8229,6375829.866356753,5276952.872354005,5.07,50,1113 05:40:15
8229,6374722.608879304,5275966.526713423,4.91,50,1113 05:30:16
8229,6373715.909910077,5274870.819779313,3.29,30,1113 05:20:12
8229,6372608.3375725765,5273775.2303648535,2.21,40,1113 05:10:10
8229,6371702.017775732,5272679.808432727,3.18,40,1113 05:00:12
8229,6370694.822389698,5271474.977564722,4.7,40,1113 04:50:10
8229,6369687.456848197,5270379.81094869,2.7,40,1113 04:40:11
8229,6368679.908137343,5269175.259194646,5.02,50,1113 04:30:09
8229,6367672.205962437,5268080.364778687,4.91,40,1113 04:20:10
8229,6366563.580242547,5266985.648751574,4.91,30,1113 04:10:09
8229,6365454.819368687,5266000.597919951,4.8,30,1113 04:00:15
8229,6363438.251589707,5263811.784812696,5.61,30,1113 03:40:11
8229,6362328.930922216,5262717.666612877,3.89,50,1113 03:30:09
