渔船ID,x,y,速度,方向,time
7858,6127129.984966965,5016792.817128358,3.56,292,1123 23:53:56
7858,6128365.214314125,5017089.462890458,4.48,261,1123 23:43:56
7858,6129595.11238374,5017060.389512338,3.67,291,1123 23:33:56
7858,6130408.023694249,5016606.598718689,2.59,300,1123 23:23:56
7858,6130104.055093095,5016831.07317961,4.26,131,1123 23:13:56
7858,6129600.401083205,5017386.261387909,0.97,123,1123 23:03:57
7858,6128573.737283307,5017301.854218198,3.78,96,1123 22:53:57
7858,6127446.35490457,5017328.611642914,3.99,87,1123 22:43:56
7858,6126216.493458293,5017357.943148144,3.89,93,1123 22:33:57
7858,6125087.334064805,5017276.336973847,3.67,85,1123 22:23:57
7858,6123959.971334396,5017303.478315918,3.67,85,1123 22:14:55
7858,6122728.318498488,5017224.606290656,3.99,84,1123 22:03:57
7858,6121498.48054268,5017254.504570152,4.16,89,1123 21:53:57
7858,6120268.653531107,5017284.550588893,3.99,90,1123 21:43:57
7858,6119036.997681454,5017206.123069197,3.35,93,1123 21:33:56
7858,6117807.1837399565,5017236.464784027,3.99,84,1123 21:23:57
7858,6116575.523185496,5017158.333815405,4.16,80,1123 21:13:57
7858,6115345.722530558,5017188.971225306,3.89,90,1123 21:03:56
7858,6114112.181967699,5017002.517664522,3.99,50,1123 20:53:57
7858,6113681.5901793465,5015818.029803429,4.16,18,1123 20:43:56
7858,6113148.444048587,5014636.19071948,4.16,31,1123 20:33:57
7858,6112315.249381763,5013896.617067217,4.59,71,1123 20:23:57
7858,6111185.817913642,5013816.558634551,4.16,77,1123 20:14:55
7858,6109748.86926493,5013744.466484489,4.37,79,1123 20:03:57
7858,6108515.008195982,5013558.714588366,4.48,71,1123 19:53:57
7858,6107283.045189897,5013481.716467957,4.16,87,1123 19:43:57
7858,6106053.006959101,5013513.470193498,4.26,83,1123 19:33:57
7858,6104821.040326913,5013436.768708857,4.16,89,1123 19:23:57
7858,6103484.615739691,5013254.291453219,4.26,67,1123 19:15:34
7858,6101117.2377509875,5012773.156138829,5.07,120,1123 18:53:58
7858,6100604.714938302,5012786.677523755,1.46,275,1123 18:43:57
7858,6100389.8497738,5012249.103286354,1.35,36,1123 18:33:57
7858,6099364.774643447,5012276.244528879,3.99,75,1123 18:23:58
7858,6098235.214802642,5012197.622081857,3.99,99,1123 18:14:55
7858,6096900.635309317,5012124.610447575,3.89,81,1123 18:03:58
7858,6095668.556897392,5012049.0163997095,4.16,87,1123 17:53:58
7858,6094536.965552413,5011862.2089770585,4.16,87,1123 17:43:58
7858,6093304.8665437475,5011786.900581642,3.78,79,1123 17:35:36
7858,6090945.19694217,5011742.517732361,3.99,89,1123 17:13:58
7858,6089817.642320733,5011773.418775174,3.67,89,1123 17:03:58
7858,6088690.0980632035,5011804.443982345,3.89,64,1123 16:53:58
7858,6087652.689836692,5011181.214563004,3.78,66,1123 16:43:58
7858,6086525.116225642,5011212.478173696,3.45,97,1123 16:33:58
7858,6085497.980199928,5011132.4189542215,3.67,69,1123 16:23:58
7858,6084472.9236136265,5011161.0509907035,2.97,74,1123 16:14:56
7858,6083345.371450759,5011192.664752165,3.56,83,1123 16:03:59
7858,6082215.727897195,5011115.815329966,3.89,89,1123 15:53:59
7858,6081188.582523435,5011036.189222343,3.56,81,1123 15:43:59
7858,6080161.431144883,5010956.66656589,3.29,85,1123 15:33:57
7858,6079031.770212198,5010880.16965364,3.78,88,1123 15:23:58
7858,6078203.222361256,5010469.247956792,4.59,356,1123 15:13:58
7858,6078797.003796364,5009365.865142097,3.99,294,1123 15:03:58
7858,6079933.129106767,5009768.072360882,4.16,227,1123 14:53:58
7858,6081073.419843975,5010387.579440024,4.26,240,1123 14:43:59
7858,6082117.429466598,5011335.881841414,4.26,211,1123 14:33:58
7858,6082445.947968269,5012413.111529084,3.56,157,1123 14:23:57
7858,6082659.339445379,5012841.708412694,1.78,221,1123 14:14:56
7858,6083182.287080632,5013370.263726959,2.59,239,1123 14:03:58
7858,6084006.385514042,5013564.439726771,4.16,280,1123 13:53:57
7858,6085338.7416138025,5013527.177359875,4.7,256,1123 13:43:59
7858,6086572.76722124,5013710.131131082,4.37,279,1123 13:33:59
7858,6087905.1321217185,5013673.202754613,3.89,278,1123 13:23:58
7858,6089135.02035124,5013639.2689236915,4.05,270,1123 13:13:59
