渔船ID,x,y,速度,方向,time
7197,6568361.794931907,5622059.378793457,3.02,71,1110 11:58:32
7197,6568169.675040003,5621834.627323618,3.72,147,1110 11:48:32
7197,6568369.19210578,5621617.776109961,20.18,155,1110 11:38:33
7197,6568387.680831774,5620513.785385109,1.19,360,1110 11:28:33
7197,6568518.882103265,5618528.636574073,3.62,360,1110 11:19:44
7197,6568518.882103265,5618528.636574073,3.62,356,1110 11:08:47
7197,6568635.308975957,5617426.688156599,3.72,352,1110 10:58:41
7197,6568753.597096087,5616214.374996761,1.78,0,1110 10:48:31
7197,6568770.235423275,5615220.883914414,3.62,352,1110 10:38:24
7197,6568886.68990274,5614119.00734942,3.4,356,1110 10:28:26
7197,6568905.174336013,5613015.173482127,3.4,6,1110 10:18:26
7197,6569021.644152856,5611913.344598368,3.89,349,1110 10:09:06
7197,6569041.973494095,5610699.179654639,3.4,4,1110 09:58:37
7197,6569060.448378988,5609595.4176589735,2.1,30,1110 09:48:36
7197,6569078.917230522,5608491.678856932,3.62,6,1110 09:38:35
7197,6569097.380048137,5607387.963282127,3.89,350,1110 09:28:32
7197,6569311.912696048,5606288.239586104,3.02,353,1110 09:18:34
7197,6569526.475588218,5605188.5438498715,3.72,359,1110 09:08:33
7197,6569450.594464335,5603862.185540187,1.78,20,1110 08:58:32
7197,6568590.129522335,5602520.005484517,5.99,61,1110 08:48:32
7197,6567792.757170858,5603276.740811779,3.08,184,1110 08:38:29
7197,6567872.498761128,5604382.343118884,2.91,194,1110 08:28:31
7197,6567952.216040777,5605487.969393115,3.08,188,1110 08:18:31
7197,6568129.944886515,5606595.592567646,2.0,191,1110 08:08:31
7197,6568503.684037529,5607707.194653604,4.8,191,1110 07:58:30
7197,6568879.188030877,5608708.460880802,3.62,199,1110 07:48:31
7197,6569352.629900385,5609711.74549422,8.69,194,1110 07:38:29
7197,6569628.127751932,5610821.470205237,4.48,195,1110 07:28:30
7197,6570001.554952201,5611933.217492643,3.78,196,1110 07:18:30
7197,6570178.939051335,5613041.012208432,1.78,202,1110 07:08:26
7197,6570354.417736342,5614259.217568262,3.08,171,1110 06:58:27
7197,6570335.78935184,5615363.074008147,3.78,189,1110 06:48:24
7197,6570509.329504482,5616691.724710566,7.07,156,1110 06:38:22
7197,6569411.448688287,5617884.1148270015,9.5,144,1110 06:28:24
7197,6569294.950239627,5618986.063164104,0.92,320,1110 06:18:24
7197,6569391.025821961,5619098.443430142,1.19,281,1110 06:08:23
7197,6569488.957353634,5619100.43000271,1.4,200,1110 05:58:22
7197,6569682.960498787,5619214.800917452,2.91,214,1110 05:48:28
7197,6569871.374419245,5619660.362342583,0.49,231,1110 05:38:22
7197,6569950.670439717,5620766.323190154,4.32,184,1110 05:28:24
7197,6570028.077078305,5621982.707967157,4.21,175,1110 05:18:36
7197,6570107.322641168,5623088.717963054,3.78,182,1110 05:08:36
7197,6570186.543724071,5624194.75134788,4.7,184,1110 04:58:35
7197,6570555.63410223,5625527.612069028,6.91,230,1110 04:48:33
7197,6571252.047395871,5624879.178611084,3.99,336,1110 04:38:33
7197,6571466.6124893315,5623779.139140003,3.4,1,1110 04:28:32
7197,6571485.406313069,5622675.11104533,5.4,349,1110 04:18:32
7197,6571504.194029581,5621571.105745845,3.51,353,1110 04:08:30
7197,6571524.853463215,5620356.72628499,3.99,10,1110 03:58:28
7197,6571247.9656884065,5619357.1452399185,3.99,20,1110 03:48:28
7197,6570675.343150993,5618461.982302185,4.21,30,1110 03:38:27
7197,6570496.268097066,5617464.456962995,4.1,8,1110 03:28:27
7197,6570418.837080896,5616248.171615867,3.4,358,1110 03:18:47
7197,6570339.515514535,5615142.3008776605,4.8,354,1110 03:08:27
7197,6570262.030971795,5613926.069837579,3.62,342,1110 02:58:25
7197,6570182.659003598,5612820.2486871965,3.99,6,1110 02:48:24
7197,6570005.270032265,5611712.4585187575,3.62,10,1110 02:38:22
7197,6569631.834304608,5610600.715711298,10.09,324,1110 02:28:21
7197,6569058.60116199,5609705.7928153835,7.07,306,1110 02:18:22
7197,6568586.975815701,5608592.149260852,2.32,327,1110 02:08:21
7197,6568211.442234407,5607590.896329034,3.62,10,1110 01:58:19
7197,6567837.670706297,5606479.307721262,0.92,20,1110 01:48:19
7197,6567561.865452387,5605369.723916664,4.7,353,1110 01:38:17
7197,6567384.054431831,5604262.136668932,3.08,4,1110 01:28:15
7197,6567304.265405217,5603156.5406731935,4.1,10,1110 01:18:15
7197,6567226.2769040335,5601940.609242135,4.21,71,1110 01:08:07
7197,6567168.312773016,5599510.796544566,0.59,61,1110 00:48:11
7197,6567186.53534139,5598407.266498467,6.48,10,1110 00:38:10
7197,6566723.268856457,5596742.206408855,1.08,216,1110 00:28:10
7197,6566915.867909538,5596966.824295311,0.59,243,1110 00:18:09
7197,6567106.638780007,5597301.796281854,5.77,308,1110 00:08:07
7197,6567291.930323991,5597967.82564548,3.72,166,1109 23:58:06
7197,6567280.993468167,5598629.935094245,3.4,241,1109 23:48:04
7197,6567557.0393819325,5599739.36840992,1.19,189,1109 23:38:04
7197,6567734.940509203,5600846.862965762,4.32,174,1109 23:28:05
7197,6567812.894254607,5602062.7727151085,4.8,142,1109 23:18:01
7197,6567030.127213904,5601936.682382708,3.78,7,1109 23:08:00
7197,6566852.185642961,5600829.1771997465,2.7,4,1109 22:58:00
7197,6566676.019486547,5599611.3440522365,1.62,20,1109 22:47:58
7197,6566201.866400133,5598608.379958204,3.78,20,1109 22:37:58
7197,6565727.62500894,5597605.457840844,2.7,20,1109 22:27:53
7197,6565173.191381416,5595497.160968166,3.89,10,1109 22:08:27
7197,6564798.648660371,5594385.943701433,2.81,10,1109 21:57:51
7197,6564522.173874643,5593276.701221528,3.62,20,1109 21:47:53
7197,6564245.638080921,5592167.4901977535,0.81,193,1109 21:37:51
7197,6563869.0889580175,5591166.7163268095,1.51,10,1109 21:28:02
7197,6563494.250737073,5590055.641228622,4.21,6,1109 21:17:58
7197,6562823.00595717,5589049.171395741,2.0,71,1109 21:07:48
7197,6561551.909706137,5588693.292221108,0.49,81,1109 20:57:49
7197,6560273.727107773,5588778.909024406,1.51,91,1109 20:47:45
7197,6558995.558329573,5588864.692636164,4.59,91,1109 20:37:42
7197,6557619.217254123,5588948.774324366,0.38,0,1109 20:27:41
7197,6556439.262502268,5589036.760271606,0.38,0,1109 20:17:42
7197,6555159.431176012,5589233.379010486,2.91,107,1109 20:07:43
7197,6554076.004902334,5589433.829268661,5.02,91,1109 19:57:48
7197,6553500.4127609385,5588540.173133432,1.19,4,1109 19:47:37
7197,6553515.608429452,5587547.179488226,3.72,10,1109 19:38:17
7197,6553239.5461528525,5586328.069238981,4.32,8,1109 19:27:42
7197,6553059.954067132,5585221.1442666855,1.51,10,1109 19:17:46
7197,6552782.0918739475,5584112.426184396,0.81,30,1109 19:07:44
7197,6552602.406476017,5583005.557436659,3.89,10,1109 18:57:48
7197,6552422.6790428525,5581898.715954802,10.09,81,1109 18:48:04
7197,6552241.237489777,5580902.21906287,4.1,6,1109 18:37:58
7197,6552063.0981413135,5579685.1149288425,3.99,10,1109 18:27:57
7197,6551883.244708196,5578578.355454802,9.71,61,1109 18:17:57
7197,6551705.01426764,5577361.313475211,3.62,30,1109 18:07:54
7197,6551328.488090601,5576250.998741998,10.09,71,1109 17:57:53
7197,6551426.781353646,5576252.804495975,2.21,276,1109 17:47:52
7197,6551621.704213262,5576366.726465043,0.32,0,1109 17:37:52
7197,6551816.623176736,5576480.65254549,0.11,0,1109 17:27:51
7197,6552111.496543637,5576486.087419169,5.77,122,1109 17:17:48
7197,6552311.418244154,5576269.100561406,1.51,71,1109 17:07:47
7197,6552886.094265288,5577272.783222493,3.29,220,1109 16:57:49
7197,6553264.114347743,5578272.867830799,2.32,71,1109 16:47:45
7197,6553938.552791023,5579168.162834961,4.1,228,1109 16:37:45
7197,6555109.279475667,5579741.778694482,2.1,251,1109 16:27:46
7197,6556081.664973928,5580422.14792568,4.32,242,1109 16:18:10
7197,6557148.749931337,5581325.119293383,0.32,277,1109 16:07:45
7197,6558115.696346718,5582336.667477191,4.21,220,1109 15:57:41
7197,6558886.005677104,5583344.566550346,3.89,206,1109 15:47:41
7197,6559358.026055703,5584567.531245247,3.78,202,1109 15:37:40
7197,6559537.0466648275,5585674.554587072,3.18,208,1109 15:27:39
7197,6560110.585767554,5586678.841490903,4.37,248,1109 15:17:38
7197,6561076.80095639,5587690.784785515,3.99,217,1109 15:07:37
7197,6561648.332224081,5588805.532704143,3.62,208,1109 14:57:38
7197,6562021.625609073,5590026.8460301515,3.99,185,1109 14:47:34
7197,6562296.665800047,5591246.286755333,3.89,205,1109 14:37:29
7197,6562669.793474951,5592467.682201087,3.78,189,1109 14:27:33
7197,6563044.613410235,5593578.77792885,1.89,209,1109 14:17:28
7197,6563617.412684894,5594583.421606434,1.78,278,1109 14:07:25
7197,6564288.235398073,5595590.052385751,3.72,216,1109 13:57:25
7197,6565156.977395298,5596490.285240842,5.02,246,1109 13:47:22
7197,6566123.692592889,5597392.563044215,3.78,224,1109 13:37:35
7197,6567958.559346247,5599195.477574599,4.21,222,1109 13:27:36
7197,6567958.559346247,5599195.477574599,4.21,222,1109 13:17:33
7197,6568330.777430214,5600417.272426073,2.59,174,1109 13:07:44
7197,6568406.841347868,5601743.535130615,3.08,222,1109 12:57:14
7197,6568484.711869045,5602959.470809491,3.78,188,1109 12:47:13
7197,6568738.416241265,5605393.4078383725,3.62,208,1109 12:27:27
7197,6568914.2298031235,5606611.411636601,2.1,179,1109 12:17:30
7197,6569089.995645197,5607829.446722629,3.78,190,1109 12:07:54
7197,6569363.728749525,5609049.498368564,3.89,190,1109 11:57:49
7197,6569831.548138915,5610383.941166415,4.7,218,1109 11:47:45
7197,6569905.420800232,5611820.846167697,0.92,166,1109 11:37:35
7197,6569971.825582747,5613699.3225573925,10.09,179,1109 11:27:40
7197,6568354.3916640915,5616648.02190425,10.09,132,1109 11:17:37
7197,6566061.317981877,5619031.483288662,10.09,138,1109 11:07:42
7197,6563865.2195685115,5621527.92389873,10.09,140,1109 10:57:39
7197,6561666.413623759,5624245.791844675,1.51,128,1109 10:47:34
7197,6559180.241474099,5626627.4013283625,10.09,126,1109 10:37:50
7197,6556794.616690545,5628901.193975264,0.49,147,1109 10:27:30
7197,6554797.753553911,5631403.866615336,9.71,142,1109 10:17:56
7197,6552408.715188086,5634010.222917393,9.71,150,1109 10:07:28
7197,6550025.734856126,5636285.988548406,10.09,139,1109 09:57:29
7197,6547444.742429877,5638779.778192053,9.71,91,1109 09:47:25
7197,6544965.829688046,5641055.218244992,10.09,135,1109 09:37:24
7197,6542487.829410785,5643331.385269698,10.09,130,1109 09:27:25
7197,6540110.064818097,5645499.516177697,10.09,141,1109 09:17:22
7197,6537350.182261654,5647109.350092817,10.09,131,1109 09:07:36
7197,6534786.422292664,5648723.291109513,6.42,130,1109 08:57:25
7197,6532221.811434647,5650448.42094681,9.88,120,1109 08:47:19
7197,6529189.056694793,5650730.258061278,0.11,71,1109 08:37:17
7197,6527442.59823819,5649818.177713674,0.0,91,1109 08:27:18
7197,6527442.59823819,5649818.177713674,0.11,0,1109 08:17:16
7197,6527442.59823819,5649818.177713674,0.32,0,1109 07:57:16
7197,6527442.59823819,5649818.177713674,0.0,0,1109 07:47:18
7197,6527442.59823819,5649818.177713674,0.22,0,1109 07:37:15
7197,6527442.59823819,5649818.177713674,0.0,334,1109 07:27:15
7197,6527442.59823819,5649818.177713674,0.32,0,1109 07:17:12
7197,6527442.59823819,5649818.177713674,0.32,0,1109 07:07:15
7197,6527442.59823819,5649818.177713674,0.22,81,1109 06:57:11
7197,6527442.59823819,5649818.177713674,0.22,71,1109 06:47:09
7197,6527442.59823819,5649818.177713674,0.11,0,1109 06:37:06
7197,6527442.59823819,5649818.177713674,0.0,188,1109 06:27:07
7197,6527441.11635751,5649928.643626565,0.22,114,1109 06:17:09
7197,6527343.425267306,5649927.077985208,0.22,117,1109 06:07:26
7197,6527442.59823819,5649818.177713674,0.0,166,1109 05:57:06
7197,6527442.59823819,5649818.177713674,0.11,105,1109 05:47:06
7197,6527442.59823819,5649818.177713674,0.32,113,1109 05:37:04
7197,6527442.59823819,5649818.177713674,0.0,103,1109 05:27:03
7197,6527442.59823819,5649818.177713674,0.0,103,1109 05:27:01
7197,6527442.59823819,5649818.177713674,0.11,302,1109 05:07:03
7197,6527442.59823819,5649818.177713674,0.11,0,1109 04:57:02
7197,6527442.59823819,5649818.177713674,0.11,0,1109 04:47:02
7197,6527442.59823819,5649818.177713674,0.32,132,1109 04:36:59
7197,6527442.59823819,5649818.177713674,0.0,304,1109 04:27:00
7197,6527442.59823819,5649818.177713674,0.32,143,1109 04:16:59
7197,6527441.11635751,5649928.643626565,0.0,0,1109 04:07:00
7197,6527441.11635751,5649928.643626565,0.0,314,1109 03:56:59
7197,6527441.11635751,5649928.643626565,0.0,0,1109 03:46:59
7197,6527441.11635751,5649928.643626565,0.0,0,1109 03:36:57
7197,6527442.59823819,5649818.177713674,0.32,324,1109 03:26:56
7197,6527441.11635751,5649928.643626565,0.11,0,1109 03:17:08
7197,6527441.11635751,5649928.643626565,0.0,81,1109 03:06:52
7197,6527441.11635751,5649928.643626565,0.0,0,1109 02:56:52
7197,6527442.59823819,5649818.177713674,0.32,0,1109 02:46:51
7197,6527442.59823819,5649818.177713674,0.32,0,1109 02:36:49
7197,6527442.59823819,5649818.177713674,0.0,342,1109 02:26:49
7197,6527441.11635751,5649928.643626565,0.22,0,1109 02:16:50
7197,6527442.59823819,5649818.177713674,0.11,0,1109 02:06:47
7197,6527442.59823819,5649818.177713674,0.32,0,1109 01:56:47
7197,6527442.59823819,5649818.177713674,0.22,0,1109 01:46:46
7197,6527442.59823819,5649818.177713674,0.32,240,1109 01:36:45
7197,6527442.59823819,5649818.177713674,0.22,0,1109 01:26:46
7197,6527442.59823819,5649818.177713674,0.11,0,1109 01:16:44
7197,6527442.59823819,5649818.177713674,0.0,0,1109 01:06:43
7197,6527442.59823819,5649818.177713674,0.32,0,1109 00:56:43
7197,6527442.59823819,5649818.177713674,0.22,249,1109 00:46:42
7197,6527441.11635751,5649928.643626565,0.0,214,1109 00:36:39
7197,6527538.807400059,5649930.21024589,0.11,0,1109 00:26:41
7197,6527538.807400059,5649930.21024589,0.32,81,1109 00:16:42
7197,6527538.807400059,5649930.21024589,0.11,0,1109 00:06:39
7197,6527441.11635751,5649928.643626565,0.0,0,1108 23:56:38
7197,6527441.11635751,5649928.643626565,0.11,0,1108 23:46:37
7197,6527441.11635751,5649928.643626565,0.0,0,1108 23:36:37
7197,6527441.11635751,5649928.643626565,0.11,0,1108 23:26:33
7197,6527441.11635751,5649928.643626565,0.32,30,1108 23:16:32
7197,6527441.11635751,5649928.643626565,0.11,0,1108 23:06:33
7197,6527441.11635751,5649928.643626565,0.0,0,1108 22:56:33
7197,6527441.11635751,5649928.643626565,0.0,215,1108 22:46:31
7197,6527441.11635751,5649928.643626565,0.11,0,1108 22:36:28
7197,6527441.11635751,5649928.643626565,0.22,0,1108 22:26:31
7197,6527441.11635751,5649928.643626565,0.32,200,1108 22:16:31
7197,6527442.59823819,5649818.177713674,0.22,0,1108 22:06:27
7197,6527442.59823819,5649818.177713674,0.32,230,1108 21:56:26
7197,6527442.59823819,5649818.177713674,0.22,228,1108 21:46:26
7197,6527442.59823819,5649818.177713674,0.22,186,1108 21:36:26
7197,6527442.59823819,5649818.177713674,0.22,156,1108 21:26:25
7197,6527442.59823819,5649818.177713674,0.11,0,1108 21:16:25
7197,6527442.59823819,5649818.177713674,0.32,0,1108 21:06:23
7197,6527442.59823819,5649818.177713674,0.0,256,1108 20:56:21
7197,6527442.59823819,5649818.177713674,0.32,252,1108 20:46:22
7197,6527442.59823819,5649818.177713674,0.22,283,1108 20:36:19
7197,6527442.59823819,5649818.177713674,0.11,0,1108 20:26:29
7197,6527442.59823819,5649818.177713674,0.32,0,1108 20:16:18
7197,6527442.59823819,5649818.177713674,0.32,0,1108 20:06:18
7197,6527442.59823819,5649818.177713674,0.22,0,1108 19:56:19
7197,6527442.59823819,5649818.177713674,0.32,0,1108 19:46:17
7197,6527442.59823819,5649818.177713674,0.32,0,1108 19:36:17
7197,6527442.59823819,5649818.177713674,0.22,0,1108 19:26:16
7197,6527442.59823819,5649818.177713674,0.32,220,1108 19:16:15
7197,6527442.59823819,5649818.177713674,0.0,137,1108 19:06:16
7197,6527442.59823819,5649818.177713674,0.0,124,1108 18:56:16
7197,6527442.59823819,5649818.177713674,0.32,0,1108 18:46:15
7197,6527442.59823819,5649818.177713674,0.0,40,1108 18:36:11
7197,6527441.11635751,5649928.643626565,0.22,320,1108 18:26:12
7197,6527442.59823819,5649818.177713674,0.32,179,1108 18:16:23
7197,6527441.11635751,5649928.643626565,0.0,0,1108 18:06:28
7197,6527442.59823819,5649818.177713674,0.0,115,1108 17:56:11
7197,6527442.59823819,5649818.177713674,0.11,110,1108 17:46:11
7197,6527442.59823819,5649818.177713674,0.22,352,1108 17:36:22
7197,6527442.59823819,5649818.177713674,0.11,118,1108 17:26:20
7197,6527442.59823819,5649818.177713674,0.32,118,1108 17:26:09
7197,6527442.59823819,5649818.177713674,0.0,0,1108 17:16:10
7197,6527442.59823819,5649818.177713674,0.32,323,1108 17:06:06
7197,6527442.59823819,5649818.177713674,0.11,0,1108 16:56:13
7197,6527442.59823819,5649818.177713674,0.11,107,1108 16:46:13
7197,6527442.59823819,5649818.177713674,0.11,346,1108 16:36:01
7197,6527442.59823819,5649818.177713674,0.11,0,1108 16:26:10
7197,6527442.59823819,5649818.177713674,0.11,0,1108 16:16:23
7197,6527442.59823819,5649818.177713674,0.0,0,1108 16:06:10
7197,6527442.59823819,5649818.177713674,0.22,0,1108 15:56:13
7197,6527442.59823819,5649818.177713674,0.0,201,1108 15:46:06
7197,6527442.59823819,5649818.177713674,0.11,0,1108 15:36:17
7197,6527441.11635751,5649928.643626565,0.22,50,1108 15:26:18
7197,6527442.59823819,5649818.177713674,0.22,0,1108 15:16:04
7197,6527442.59823819,5649818.177713674,0.11,0,1108 15:06:05
7197,6527442.59823819,5649818.177713674,0.0,91,1108 14:56:04
7197,6527442.59823819,5649818.177713674,0.0,30,1108 14:46:05
7197,6527442.59823819,5649818.177713674,0.0,0,1108 14:35:52
7197,6527442.59823819,5649818.177713674,0.11,0,1108 14:26:00
7197,6527442.59823819,5649818.177713674,0.32,110,1108 14:16:23
7197,6527441.11635751,5649928.643626565,0.11,0,1108 14:06:16
7197,6527442.59823819,5649818.177713674,0.22,0,1108 13:55:54
7197,6527441.11635751,5649928.643626565,0.11,0,1108 13:45:50
7197,6527442.59823819,5649818.177713674,0.11,0,1108 13:35:48
7197,6527442.59823819,5649818.177713674,0.22,179,1108 13:25:55
7197,6527442.59823819,5649818.177713674,0.0,0,1108 13:16:25
7197,6527442.59823819,5649818.177713674,0.32,50,1108 13:05:46
7197,6527442.59823819,5649818.177713674,0.11,305,1108 12:55:54
7197,6527442.59823819,5649818.177713674,0.0,0,1108 12:45:52
7197,6527442.59823819,5649818.177713674,0.0,0,1108 12:35:42
7197,6527442.59823819,5649818.177713674,0.11,0,1108 12:25:52
