渔船ID,x,y,速度,方向,time
8180,6392215.080644085,5474989.716002181,0.27,0,1123 23:57:26
8180,6392215.080644085,5474989.716002181,0.05,0,1123 23:47:27
8180,6392215.080644085,5474989.716002181,0.05,0,1123 23:37:26
8180,6392215.080644085,5474989.716002181,0.05,0,1123 23:27:26
8180,6392215.080644085,5474989.716002181,0.05,0,1123 23:19:02
8180,6392215.080644085,5474989.716002181,0.27,0,1123 22:57:26
8180,6392215.080644085,5474989.716002181,0.0,0,1123 22:47:26
8180,6392215.080644085,5474989.716002181,0.16,0,1123 22:38:25
8180,6392215.080644085,5474989.716002181,0.38,0,1123 22:27:26
8180,6392215.080644085,5474989.716002181,0.16,0,1123 22:17:27
8180,6392215.080644085,5474989.716002181,0.16,0,1123 22:07:27
8180,6392215.080644085,5474989.716002181,0.27,0,1123 21:57:27
8180,6392215.080644085,5474989.716002181,0.05,0,1123 21:47:27
8180,6392215.080644085,5474989.716002181,0.05,0,1123 21:37:27
8180,6392215.080644085,5474989.716002181,0.16,0,1123 21:27:27
8180,6392215.080644085,5474989.716002181,0.16,0,1123 21:17:26
8180,6392215.080644085,5474989.716002181,0.05,0,1123 21:07:28
8180,6392215.080644085,5474989.716002181,0.16,0,1123 20:57:28
8180,6392215.080644085,5474989.716002181,0.16,0,1123 20:47:27
8180,6392215.080644085,5474989.716002181,0.16,0,1123 20:38:25
8180,6392215.080644085,5474989.716002181,0.27,0,1123 20:27:27
8180,6392215.080644085,5474989.716002181,0.59,0,1123 20:17:27
8180,6392215.080644085,5474989.716002181,0.05,0,1123 20:07:28
8180,6392215.080644085,5474989.716002181,0.05,0,1123 19:57:28
8180,6392215.080644085,5474989.716002181,0.16,0,1123 19:47:28
8180,6392215.080644085,5474989.716002181,0.27,0,1123 19:37:28
8180,6392215.080644085,5474989.716002181,0.16,0,1123 19:27:28
8180,6392215.080644085,5474989.716002181,0.16,0,1123 19:17:28
8180,6392215.080644085,5474989.716002181,0.27,0,1123 19:07:28
8180,6392215.080644085,5474989.716002181,0.16,0,1123 18:57:28
8180,6392215.080644085,5474989.716002181,0.05,0,1123 18:47:28
8180,6392215.080644085,5474989.716002181,0.16,0,1123 18:38:26
8180,6392215.080644085,5474989.716002181,0.59,106,1123 18:27:28
8180,6392215.080644085,5474989.716002181,0.76,167,1123 18:17:28
