渔船ID,x,y,速度,方向,time
8086,6445694.677692537,5314493.591752321,8.09,50,1117 11:59:07
8086,6444097.468302542,5312837.007924109,7.72,40,1117 11:49:05
8086,6442399.427928872,5311180.035727538,7.39,40,1117 11:39:05
8086,6441002.250599645,5309525.5215740185,3.72,50,1117 11:29:04
8086,6439604.14621576,5307980.908127628,6.91,40,1117 11:19:03
8086,6438104.694899406,5306545.509898498,6.1,40,1117 11:09:02
8086,6436705.9220448425,5305001.42279451,6.91,61,1117 10:59:09
8086,6435306.815455983,5303457.59433198,6.48,40,1117 10:49:08
8086,6433806.364559484,5302023.011506971,7.29,40,1117 10:39:08
8086,6432407.098704772,5300370.098713296,6.8,30,1117 10:29:07
8086,6431007.971632551,5298607.847895205,7.39,30,1117 10:18:56
8086,6429709.479609458,5296736.861982902,3.29,40,1117 10:09:22
8086,6428310.539311751,5294755.96918019,5.77,30,1117 09:58:56
8086,6427011.734258163,5292775.937748617,8.9,30,1117 09:49:02
8086,6425712.533305758,5290796.180705572,8.42,30,1117 09:39:06
8086,6424313.221262254,5288597.009920632,7.88,40,1117 09:28:53
8086,6423114.657555892,5286399.207407076,8.09,30,1117 09:18:52
8086,6421613.391676472,5284309.719171568,8.42,40,1117 09:08:51
8086,6419909.55948895,5282438.709565509,8.42,40,1117 08:58:51
8086,6418205.628512418,5280458.531952735,8.58,40,1117 08:48:51
8086,6416501.184100914,5278478.75081188,2.7,40,1117 08:38:46
8086,6414695.540959281,5276498.928508151,8.42,50,1117 08:28:46
8086,6412990.056603474,5274519.958363368,8.42,40,1117 08:18:54
8086,6411183.672888131,5272431.454278063,8.58,40,1117 08:08:44
8086,6409376.405237488,5270452.917715399,3.29,40,1117 07:58:43
8086,6407568.597510522,5268474.814464641,3.08,71,1117 07:48:43
8086,6405760.816661001,5266278.124593603,9.61,30,1117 07:38:43
8086,6403750.344159437,5264300.243222738,3.08,40,1117 07:28:42
8086,6401840.568902292,5262104.186104951,3.78,20,1117 07:18:42
8086,6400030.739468259,5260018.407149345,2.7,10,1117 07:08:41
8086,6398018.69095844,5257932.532693185,2.37,3,1117 06:58:42
8086,6396106.856465776,5255847.433575042,5.77,30,1117 06:48:41
8086,6394295.283909447,5253763.052777618,9.28,40,1117 06:38:40
8086,6392382.447221353,5251569.441209357,9.01,40,1117 06:28:40
8086,6390468.67010084,5249595.245785734,9.12,40,1117 06:18:38
8086,6388554.330815105,5247621.524564605,9.39,50,1117 06:09:04
8086,6386639.556438613,5245538.831739335,10.09,71,1117 05:58:41
8086,6384825.01381479,5243566.204065908,9.71,40,1117 05:48:40
8086,6383010.037655419,5241484.580826938,9.12,40,1117 05:38:40
8086,6381295.3847696725,5239512.938121832,8.8,40,1117 05:28:55
8086,6380084.981684732,5237760.983514069,0.22,312,1117 05:18:55
8086,6380186.033121826,5237651.653540982,0.32,216,1117 05:08:46
8086,6380085.054819386,5237651.562056871,0.22,0,1117 04:58:44
8086,6380085.054819386,5237651.562056871,1.08,178,1117 04:48:35
8086,6380085.054819386,5237651.562056871,1.08,178,1117 04:48:34
8086,6380085.054819386,5237651.562056871,0.49,6,1117 04:38:36
8086,6380085.054819386,5237651.562056871,0.38,333,1117 04:28:35
8086,6380085.054819386,5237651.562056871,0.49,248,1117 04:18:31
8086,6380085.054819386,5237651.562056871,0.22,144,1117 04:08:33
8086,6379378.071731137,5237869.7932419935,4.91,113,1117 03:58:30
8086,6377257.056633669,5238962.491386648,9.5,121,1117 03:48:30
8086,6374631.52078497,5240274.333908264,8.9,115,1117 03:38:30
8086,6372107.431749052,5241696.3539379705,4.8,120,1117 03:28:28
8086,6369381.943754973,5242681.342687105,9.17,102,1117 03:18:29
8086,6366555.84645224,5243448.260013223,4.59,142,1117 03:08:26
8086,6363932.099572928,5244544.170141049,6.48,140,1117 02:58:25
8086,6361409.69680573,5245640.700807923,6.48,130,1117 02:48:23
8086,6356164.315793988,5247836.052859103,8.8,117,1117 02:28:22
8086,6353441.230163142,5248825.522458882,8.9,115,1117 02:18:17
8086,6350819.595933437,5249925.0123171285,4.32,123,1117 02:08:19
8086,6345678.895468635,5252344.819323255,9.28,109,1117 01:48:15
8086,6343259.855659868,5253226.939712611,9.39,118,1117 01:38:41
8086,6340539.064154212,5254329.518206524,6.91,119,1117 01:28:19
8086,6338121.522401678,5255541.350058668,10.09,117,1117 01:18:37
8086,6335401.6265675165,5256645.387363128,9.71,109,1117 01:08:12
8086,6332883.835391769,5257749.427831155,8.69,103,1117 00:58:11
8086,6330263.659344503,5258197.624906582,7.61,71,1117 00:48:09
8086,6327945.073240762,5258316.755373027,7.77,91,1117 00:38:08
8086,6325525.71054884,5258436.87464264,7.99,71,1117 00:28:08
8086,6323104.06288904,5257900.669211368,8.09,81,1117 00:18:04
8086,6320583.853502387,5258022.454213841,8.47,71,1117 00:08:07
8086,6318061.546811271,5257597.455286523,6.91,81,1116 23:58:05
8086,6315539.53675164,5257282.574325967,8.9,91,1116 23:48:02
8086,6312917.055183522,5257078.388915414,8.31,81,1116 23:38:00
8086,6310294.008196187,5256765.4084674725,8.8,71,1116 23:28:01
8086,6307670.846288413,5256453.11420228,8.58,81,1116 23:17:57
8086,6305047.0352516435,5256032.029580134,4.48,50,1116 23:07:58
8086,6302322.228775067,5255612.320881208,8.58,81,1116 22:57:56
8086,6299496.998923299,5255303.543569609,8.69,81,1116 22:47:55
8086,6296872.133473785,5254775.131208808,6.8,81,1116 22:37:54
8086,6294249.55895281,5254685.29415573,4.7,50,1116 22:27:52
8086,6291522.893111097,5254049.585184878,9.01,71,1116 22:17:49
8086,6288695.794341948,5253524.917049673,1.67,91,1116 22:07:50
8086,6285869.176500405,5253110.516390646,9.61,81,1116 21:57:51
8086,6283043.108611473,5252806.378625392,8.42,81,1116 21:47:50
8086,6280216.924771978,5252503.036694258,9.17,81,1116 21:37:57
8086,6277289.00704306,5252091.966350816,9.61,71,1116 21:27:49
8086,6274260.061052644,5251682.720287544,10.09,81,1116 21:17:49
8086,6272039.473981309,5251485.350550825,4.21,81,1116 21:07:52
8086,6269006.958121512,5250639.863059544,10.09,71,1116 20:57:47
8086,6265978.327218116,5250342.580953411,9.77,91,1116 20:48:01
8086,6264577.324527202,5251780.340775618,0.22,283,1116 20:37:45
8086,6264979.908129204,5251666.628283415,0.0,91,1116 20:17:54
8086,6264979.908129204,5251666.628283415,0.32,81,1116 20:07:43
8086,6264979.908129204,5251666.628283415,0.32,61,1116 19:57:42
8086,6264979.908129204,5251666.628283415,0.32,30,1116 19:47:39
8086,6264979.908129204,5251666.628283415,0.11,91,1116 19:27:39
8086,6264979.908129204,5251666.628283415,0.22,91,1116 19:17:40
8086,6264979.908129204,5251666.628283415,0.32,91,1116 19:07:40
8086,6264979.908129204,5251666.628283415,0.32,61,1116 18:47:44
8086,6264979.908129204,5251666.628283415,0.22,50,1116 18:37:39
8086,6264979.908129204,5251666.628283415,0.0,100,1116 18:17:32
8086,6264979.908129204,5251666.628283415,0.0,0,1116 17:47:33
8086,6264979.908129204,5251666.628283415,0.32,318,1116 17:37:36
8086,6264979.908129204,5251666.628283415,0.22,240,1116 17:17:30
8086,6264979.908129204,5251666.628283415,0.11,0,1116 16:47:26
8086,6264979.908129204,5251666.628283415,0.22,6,1116 16:18:03
8086,6264979.908129204,5251666.628283415,0.11,20,1116 15:47:36
8086,6264979.908129204,5251666.628283415,0.11,0,1116 15:17:20
8086,6264979.908129204,5251666.628283415,0.22,300,1116 14:47:23
8086,6264979.908129204,5251666.628283415,0.32,0,1116 14:37:30
8086,6264879.905662848,5251777.149281828,0.0,124,1116 14:17:18
8086,6264879.905662848,5251777.149281828,0.0,124,1116 14:17:16
8086,6264979.908129204,5251666.628283415,4.32,158,1116 13:47:16
8086,6264979.908129204,5251666.628283415,0.11,0,1116 13:17:13
8086,6264979.908129204,5251666.628283415,0.32,340,1116 12:47:10
8086,6264979.908129204,5251666.628283415,0.0,0,1116 12:17:08
8086,6264979.908129204,5251666.628283415,3.4,338,1116 11:47:09
