渔船ID,x,y,速度,方向,time
7424,6420606.595761622,5441196.394680382,2.75,66,1123 23:55:21
7424,6419716.113742927,5440091.949951613,1.67,5,1123 23:45:21
7424,6419516.841018784,5440200.976776004,1.57,224,1123 23:36:19
7424,6419119.56744439,5440089.041564283,2.37,15,1123 23:25:22
7424,6418921.137349822,5439978.080054536,0.16,0,1123 23:15:22
7424,6418624.109769273,5439646.646891654,2.86,40,1123 23:05:22
7424,6418326.23929664,5439535.222114495,0.59,254,1123 22:55:22
7424,6418327.893226523,5439095.229351355,3.18,42,1123 22:45:22
7424,6418130.263558546,5438764.2920856085,2.97,26,1123 22:35:22
7424,6417836.0484709125,5437662.927325288,3.78,54,1123 22:25:22
7424,6417438.678911736,5437551.06587983,7.18,21,1123 22:15:22
7424,6416944.663829776,5436668.813213102,3.45,52,1123 22:05:22
7424,6415854.608406007,5435563.913277572,8.96,47,1123 21:55:22
7424,6415259.003436314,5435231.272181627,2.59,80,1123 21:45:21
7424,6414762.832481448,5434899.106990424,2.27,59,1123 21:36:19
7424,6415552.339199087,5436662.471162524,9.07,203,1123 21:25:21
7424,6414360.4295400325,5436217.226595718,8.26,41,1123 21:15:22
7424,6413670.195819843,5434454.4020884745,8.26,31,1123 21:06:59
7424,6412576.756041942,5434229.7919912785,2.05,81,1123 20:45:21
7424,6412079.757381372,5434117.738005366,3.89,147,1123 20:35:21
7424,6411781.340527259,5434116.508672979,1.46,56,1123 20:25:22
7424,6411880.456382843,5434226.902662502,3.35,49,1123 20:15:22
7424,6411185.207189499,5433894.107285689,1.67,86,1123 20:05:22
7424,6410887.132531963,5433782.920432035,0.86,80,1123 19:55:22
7424,6410489.920865208,5433561.363125639,1.35,17,1123 19:45:22
7424,6410290.967245019,5433560.574406072,0.86,109,1123 19:36:20
7424,6409993.2164986525,5433339.431958665,0.65,55,1123 19:25:23
7424,6409695.792438099,5433008.317146856,1.78,42,1123 19:15:23
7424,6409696.466891558,5432788.353146426,2.16,342,1123 19:05:23
7424,6409696.804100603,5432678.371574886,1.46,233,1123 18:55:23
7424,6409697.478483329,5432458.409289325,1.19,25,1123 18:45:23
7424,6409698.1528189005,5432238.4481473435,2.27,352,1123 18:35:23
7424,6409997.633868871,5431909.675379616,2.0,293,1123 18:25:23
7424,6410395.593215789,5431911.245057164,1.46,237,1123 18:15:23
7424,6410693.71680719,5432022.4123088885,0.97,230,1123 18:05:23
7424,6411090.973794782,5432243.9697616715,1.35,244,1123 17:55:23
7424,6411983.143130305,5433237.45587468,8.26,218,1123 17:45:23
7424,6413667.5909107225,5435224.3100649165,9.28,216,1123 17:36:21
7424,6415648.283172447,5437652.852522323,8.58,218,1123 17:25:23
7424,6417430.567315231,5439750.996353844,8.74,223,1123 17:17:28
7424,6420794.535608209,5443947.550967492,7.88,218,1123 16:55:23
7424,6422376.2854169635,5446045.893644042,8.58,217,1123 16:45:23
7424,6424057.321622753,5448035.100257037,8.15,210,1123 16:35:23
7424,6424153.886273753,5448695.758471321,4.7,105,1123 16:25:23
7424,6423654.336374681,5449353.2469844585,7.66,144,1123 16:15:24
7424,6422157.3416937925,5450995.83895959,6.69,133,1123 16:07:02
7424,6418382.910421917,5450867.067091675,6.48,83,1123 15:45:24
7424,6416596.40244934,5450418.580263887,6.69,70,1123 15:36:21
7424,6414413.519890177,5449638.597227863,6.48,71,1123 15:25:23
7424,6412429.073359253,5448859.935687072,6.85,69,1123 15:15:24
7424,6410443.685536353,5448301.727483784,6.96,81,1123 15:05:23
7424,6408259.061872697,5447853.195903282,6.58,83,1123 14:55:23
7424,6406174.263615516,5447185.462815305,7.29,68,1123 14:45:24
7424,6404188.906568089,5446408.492340792,6.75,67,1123 14:35:24
7424,6402700.211736195,5445633.507220336,0.76,137,1123 14:25:24
7424,6402700.211736195,5445633.507220336,0.05,0,1123 14:15:24
7424,6402700.211736195,5445633.507220336,0.16,0,1123 14:05:24
7424,6402799.59381335,5445633.8250922095,0.59,265,1123 13:55:24
7424,6402799.31527332,5445743.840369378,0.59,306,1123 13:45:24
7424,6402799.31527332,5445743.840369378,0.49,284,1123 13:36:21
7424,6402799.31527332,5445743.840369378,0.16,0,1123 13:25:24
7424,6402799.31527332,5445743.840369378,0.38,0,1123 13:15:24
7424,6402799.31527332,5445743.840369378,0.97,55,1123 13:05:24
7424,6402799.31527332,5445743.840369378,0.05,0,1123 12:55:24
7424,6402799.31527332,5445743.840369378,0.0,0,1123 12:45:24
7424,6402799.31527332,5445743.840369378,0.38,339,1123 12:35:24
7424,6402799.31527332,5445743.840369378,0.38,0,1123 12:25:24
7424,6402799.31527332,5445743.840369378,0.05,0,1123 12:15:24
7424,6402799.31527332,5445743.840369378,0.05,0,1123 12:05:24
7424,6402799.31527332,5445743.840369378,0.27,0,1123 11:55:24
7424,6402799.31527332,5445743.840369378,0.05,0,1123 11:45:24
7424,6402799.31527332,5445743.840369378,0.38,0,1123 11:36:22
7424,6402799.31527332,5445743.840369378,0.16,0,1123 11:25:25
7424,6402799.31527332,5445743.840369378,0.38,278,1123 11:15:25
7424,6402799.31527332,5445743.840369378,0.59,287,1123 11:05:25
7424,6402799.31527332,5445743.840369378,0.27,0,1123 10:55:24
7424,6402799.31527332,5445743.840369378,0.38,345,1123 10:45:24
7424,6402799.31527332,5445743.840369378,0.27,0,1123 10:37:02
7424,6402799.31527332,5445743.840369378,0.49,226,1123 10:15:25
7424,6402799.31527332,5445743.840369378,0.27,0,1123 10:05:25
7424,6402799.31527332,5445743.840369378,0.49,331,1123 09:55:24
7424,6402799.31527332,5445743.840369378,0.05,0,1123 09:45:23
7424,6402799.31527332,5445743.840369378,0.38,274,1123 09:36:22
7424,6402799.31527332,5445743.840369378,0.38,0,1123 09:25:24
7424,6402799.59381335,5445633.8250922095,0.59,234,1123 09:15:25
7424,6402799.31527332,5445743.840369378,0.05,0,1123 09:05:24
7424,6402799.31527332,5445743.840369378,0.97,69,1123 08:55:24
7424,6402799.31527332,5445743.840369378,0.49,18,1123 08:45:24
7424,6402799.31527332,5445743.840369378,0.38,163,1123 08:35:24
7424,6402799.31527332,5445743.840369378,0.38,325,1123 08:25:24
7424,6402799.31527332,5445743.840369378,0.49,215,1123 08:15:24
7424,6402799.31527332,5445743.840369378,0.97,246,1123 08:05:24
7424,6402799.31527332,5445743.840369378,0.05,0,1123 07:55:25
7424,6402799.31527332,5445743.840369378,0.49,18,1123 07:45:25
7424,6402799.59381335,5445633.8250922095,0.05,0,1123 07:36:23
7424,6402799.59381335,5445633.8250922095,1.89,1,1123 07:25:25
7424,6402799.59381335,5445633.8250922095,0.76,109,1123 07:15:25
