渔船ID,x,y,速度,方向,time
8414,6180239.386077961,5192645.284511864,0.11,0,1120 23:56:42
8414,6180239.386077961,5192645.284511864,0.32,40,1120 23:47:01
8414,6180239.386077961,5192645.284511864,0.11,138,1120 23:36:46
8414,6180239.386077961,5192645.284511864,0.11,0,1120 23:26:47
8414,6180239.386077961,5192645.284511864,0.22,0,1120 23:16:39
8414,6180239.386077961,5192645.284511864,0.32,100,1120 23:06:40
8414,6180239.386077961,5192645.284511864,0.11,0,1120 22:46:40
8414,6180239.386077961,5192645.284511864,0.22,0,1120 22:36:42
8414,6180239.386077961,5192645.284511864,0.22,0,1120 22:26:41
8414,6180239.386077961,5192645.284511864,0.22,0,1120 22:16:39
8414,6180239.386077961,5192645.284511864,0.0,116,1120 22:06:39
8414,6180239.386077961,5192645.284511864,0.0,296,1120 21:56:39
8414,6180239.386077961,5192645.284511864,0.0,0,1120 21:46:39
8414,6180239.386077961,5192645.284511864,0.22,0,1120 21:36:37
8414,6180239.386077961,5192645.284511864,0.22,0,1120 21:26:33
8414,6180239.386077961,5192645.284511864,0.22,0,1120 21:16:36
8414,6180239.386077961,5192645.284511864,0.11,287,1120 21:06:36
8414,6180239.386077961,5192645.284511864,0.22,321,1120 20:56:30
8414,6180239.386077961,5192645.284511864,0.11,0,1120 20:46:34
8414,6180239.386077961,5192645.284511864,0.32,211,1120 20:36:31
8414,6180239.386077961,5192645.284511864,0.32,0,1120 20:26:35
8414,6180239.386077961,5192645.284511864,0.11,0,1120 20:16:36
8414,6180239.386077961,5192645.284511864,0.11,10,1120 20:06:42
8414,6180239.386077961,5192645.284511864,0.32,0,1120 19:56:42
8414,6180239.386077961,5192645.284511864,0.32,0,1120 19:46:38
8414,6180239.386077961,5192645.284511864,0.32,0,1120 19:36:30
8414,6180239.386077961,5192645.284511864,0.32,91,1120 19:26:48
8414,6180239.386077961,5192645.284511864,0.11,0,1120 19:16:30
8414,6180239.386077961,5192645.284511864,0.11,111,1120 19:06:35
8414,6180239.386077961,5192645.284511864,0.0,131,1120 18:56:38
8414,6180239.386077961,5192645.284511864,0.22,91,1120 18:46:28
8414,6180239.386077961,5192645.284511864,0.22,104,1120 18:36:30
8414,6180239.386077961,5192645.284511864,0.32,4,1120 18:26:28
8414,6180239.386077961,5192645.284511864,0.0,81,1120 18:16:28
8414,6180239.386077961,5192645.284511864,0.32,174,1120 18:06:27
8414,6180239.386077961,5192645.284511864,0.11,116,1120 17:56:26
8414,6180239.386077961,5192645.284511864,0.0,91,1120 17:46:26
8414,6180239.386077961,5192645.284511864,0.32,91,1120 17:36:22
8414,6180239.386077961,5192645.284511864,0.32,120,1120 17:26:26
8414,6180239.386077961,5192645.284511864,0.22,91,1120 17:16:20
8414,6180239.386077961,5192645.284511864,0.22,108,1120 17:06:21
8414,6180239.386077961,5192645.284511864,0.0,111,1120 16:56:36
8414,6180239.386077961,5192645.284511864,0.11,91,1120 16:46:18
8414,6180239.386077961,5192645.284511864,0.11,0,1120 16:36:25
8414,6180239.386077961,5192645.284511864,0.32,0,1120 16:26:20
8414,6180239.386077961,5192645.284511864,0.11,341,1120 16:16:16
8414,6180239.386077961,5192645.284511864,0.32,0,1120 16:06:41
8414,6180239.386077961,5192645.284511864,0.22,0,1120 15:56:25
8414,6180239.386077961,5192645.284511864,0.11,0,1120 15:46:13
8414,6180239.386077961,5192645.284511864,0.11,0,1120 15:36:28
8414,6180239.386077961,5192645.284511864,0.32,0,1120 15:26:10
8414,6180239.386077961,5192645.284511864,0.11,0,1120 15:16:28
8414,6180239.386077961,5192645.284511864,0.11,0,1120 15:06:16
8414,6180239.386077961,5192645.284511864,0.22,0,1120 14:56:05
8414,6180239.386077961,5192645.284511864,0.22,0,1120 14:36:10
8414,6180239.386077961,5192645.284511864,0.11,0,1120 14:26:06
8414,6180239.386077961,5192645.284511864,0.22,107,1120 14:06:43
8414,6180239.386077961,5192645.284511864,0.11,0,1120 13:56:53
8414,6180239.386077961,5192645.284511864,0.0,0,1120 13:46:13
8414,6180239.386077961,5192645.284511864,0.0,40,1120 13:36:10
8414,6180239.386077961,5192645.284511864,0.22,129,1120 13:26:05
8414,6180239.386077961,5192645.284511864,0.32,61,1120 13:16:05
8414,6180239.386077961,5192645.284511864,0.0,30,1120 13:06:03
8414,6180237.881099349,5192536.02837343,0.22,0,1120 12:56:10
8414,6180239.386077961,5192645.284511864,0.11,0,1120 12:46:00
8414,6180239.386077961,5192645.284511864,0.32,0,1120 12:36:05
8414,6180239.386077961,5192645.284511864,0.11,315,1120 12:16:21
8414,6180239.386077961,5192645.284511864,0.22,172,1120 11:46:01
8414,6180239.386077961,5192645.284511864,0.0,251,1120 11:35:59
8414,6180239.386077961,5192645.284511864,0.11,174,1120 11:25:55
8414,6180239.386077961,5192645.284511864,0.11,0,1120 11:15:51
8414,6180239.386077961,5192645.284511864,0.32,0,1120 11:05:55
8414,6180239.386077961,5192645.284511864,0.32,0,1120 10:55:55
8414,6180239.386077961,5192645.284511864,0.0,327,1120 10:45:52
8414,6180239.386077961,5192645.284511864,0.32,282,1120 10:35:56
8414,6180239.386077961,5192645.284511864,0.32,191,1120 10:25:55
8414,6180239.386077961,5192645.284511864,0.0,101,1120 10:15:54
