渔船ID,x,y,速度,方向,time
8275,7076143.12797065,5941459.108570783,0.81,355,1117 11:50:25
8275,7076259.842452271,5941134.25962228,0.92,356,1117 11:40:12
8275,7076383.926371306,5940698.777804809,1.19,325,1117 11:30:08
8275,7076500.648756676,5940373.934460545,1.03,344,1117 11:20:27
8275,7076624.74104905,5939938.459315195,1.4,319,1117 11:10:26
8275,7076836.104308258,5939620.687118768,1.3,332,1117 11:00:04
8275,7076952.84111782,5939295.853124888,1.62,323,1117 10:50:36
8275,7077164.219958189,5938978.090527671,1.03,333,1117 10:40:13
8275,7077375.607852978,5938660.333789713,1.62,318,1117 10:30:15
8275,7077587.004800256,5938342.582912139,0.92,340,1117 10:20:13
8275,7077798.410798099,5938024.837896085,0.81,326,1117 10:10:14
8275,7078009.825844574,5937707.098742686,1.4,315,1117 10:00:46
8275,7078315.900635224,5937396.445805462,1.3,318,1117 09:50:08
8275,7078527.3363034325,5937078.720497387,1.19,314,1117 09:40:10
8275,7078738.781014085,5936761.001055452,1.19,306,1117 09:29:57
8275,7078942.854019961,5936553.915878086,1.03,282,1117 09:19:59
8275,7079241.591822371,5936353.925230819,1.03,307,1117 09:09:59
8275,7079540.338661783,5936153.944528578,1.03,309,1117 08:59:53
8275,7079751.820602125,5935836.251160055,0.92,336,1117 08:49:50
8275,7079955.922905423,5935629.1901281215,1.89,311,1117 08:39:53
8275,7080254.696721685,5935429.233770273,1.03,308,1117 08:29:50
8275,7080458.81289487,5935222.184607869,0.81,335,1117 08:19:51
8275,7080757.603444058,5935022.245154968,0.81,326,1117 08:09:50
8275,7080867.06372858,5934808.101024915,0.92,321,1117 07:59:50
8275,7081071.198387117,5934601.066605237,0.7,316,1117 07:49:49
8275,7081267.940089857,5934504.661143096,0.7,320,1117 07:39:49
8275,7081377.411924229,5934290.524191701,0.7,319,1117 07:29:46
8275,7081574.160555477,5934194.125481727,0.11,115,1117 07:19:46
8275,7081683.639317519,5933979.992838654,0.59,338,1117 07:09:48
8275,7081785.718193852,5933876.484845779,0.38,326,1117 06:59:44
8275,7081887.798609264,5933772.978082065,0.7,312,1117 06:49:45
8275,7081989.88056363,5933669.472547567,0.22,240,1117 06:39:44
8275,7082091.964056826,5933565.968242343,0.81,202,1117 06:29:42
8275,7082099.36911274,5933455.345990837,0.38,40,1117 06:19:42
8275,7082201.454913944,5933351.843122351,0.11,0,1117 06:09:41
