渔船ID,x,y,速度,方向,time
8314,6212744.684371327,5218103.425837257,0.11,343,1106 23:51:26
8314,6212744.684371327,5218103.425837257,0.32,304,1106 23:41:23
8314,6212744.684371327,5218103.425837257,0.22,328,1106 23:31:30
8314,6212744.684371327,5218103.425837257,0.32,316,1106 23:21:21
8314,6212744.684371327,5218103.425837257,0.32,198,1106 23:11:20
8314,6212744.684371327,5218103.425837257,0.22,247,1106 23:01:21
8314,6212744.684371327,5218103.425837257,0.11,334,1106 22:51:19
8314,6212744.684371327,5218103.425837257,0.11,0,1106 22:41:20
8314,6212744.684371327,5218103.425837257,0.22,0,1106 22:31:18
8314,6212744.684371327,5218103.425837257,0.0,252,1106 22:21:19
8314,6212744.684371327,5218103.425837257,0.32,81,1106 22:09:30
8314,6212744.684371327,5218103.425837257,0.11,0,1106 21:51:14
8314,6212744.684371327,5218103.425837257,0.22,81,1106 21:41:14
8314,6212744.684371327,5218103.425837257,0.0,287,1106 21:31:12
8314,6212744.684371327,5218103.425837257,0.32,111,1106 21:21:13
8314,6212643.589853868,5218105.010575133,0.32,141,1106 19:51:12
8314,6212643.589853868,5218105.010575133,0.11,0,1106 19:41:17
8314,6212643.589853868,5218105.010575133,0.22,103,1106 19:31:01
8314,6212643.589853868,5218105.010575133,0.32,150,1106 19:21:12
8314,6212643.589853868,5218105.010575133,0.0,322,1106 19:11:12
8314,6212643.589853868,5218105.010575133,0.32,332,1106 19:01:12
8314,6212643.589853868,5218105.010575133,0.22,155,1106 18:51:02
8314,6212643.589853868,5218105.010575133,0.22,134,1106 18:41:02
8314,6212643.589853868,5218105.010575133,0.32,322,1106 18:31:02
8314,6212643.589853868,5218105.010575133,0.11,161,1106 18:21:18
8314,6212744.684371327,5218103.425837257,0.32,134,1106 18:11:12
8314,6212643.589853868,5218105.010575133,0.22,347,1106 18:01:21
8314,6212643.589853868,5218105.010575133,0.32,188,1106 17:51:13
8314,6212744.684371327,5218103.425837257,0.22,154,1106 17:41:21
8314,6212744.684371327,5218103.425837257,0.32,180,1106 17:30:53
8314,6212744.684371327,5218103.425837257,0.0,195,1106 17:10:59
8314,6212643.589853868,5218105.010575133,0.32,189,1106 17:00:56
8314,6212643.589853868,5218105.010575133,0.32,232,1106 16:50:56
8314,6212643.589853868,5218105.010575133,0.22,207,1106 16:40:55
8314,6212643.589853868,5218105.010575133,0.32,221,1106 16:30:55
8314,6212643.589853868,5218105.010575133,0.0,81,1106 16:20:49
8314,6212643.589853868,5218105.010575133,0.11,91,1106 16:10:52
8314,6212643.589853868,5218105.010575133,0.22,0,1106 16:00:46
8314,6212643.589853868,5218105.010575133,0.11,50,1106 15:40:49
8314,6212643.589853868,5218105.010575133,0.32,20,1106 15:30:46
8314,6212643.589853868,5218105.010575133,0.32,0,1106 15:20:47
8314,6212643.589853868,5218105.010575133,0.22,151,1106 15:10:48
8314,6212643.589853868,5218105.010575133,0.22,187,1106 15:00:47
8314,6212643.589853868,5218105.010575133,0.49,184,1106 14:50:46
8314,6212643.589853868,5218105.010575133,0.11,154,1106 14:40:45
8314,6212643.589853868,5218105.010575133,0.0,0,1106 14:30:42
8314,6212643.589853868,5218105.010575133,0.32,206,1106 14:10:43
