渔船ID,x,y,速度,方向,time
8717,6246525.26557705,5241151.335197005,0.0,313,1106 23:58:10
8717,6246525.26557705,5241151.335197005,0.22,61,1106 23:48:06
8717,6246525.26557705,5241151.335197005,0.11,316,1106 23:38:05
8717,6246525.26557705,5241151.335197005,0.22,0,1106 23:28:05
8717,6246525.26557705,5241151.335197005,0.0,0,1106 23:18:04
8717,6246525.26557705,5241151.335197005,0.11,164,1106 23:08:02
8717,6246525.26557705,5241151.335197005,0.0,0,1106 22:58:08
8717,6246525.26557705,5241151.335197005,0.11,258,1106 22:48:02
8717,6246525.26557705,5241151.335197005,0.11,189,1106 22:39:26
8717,6246525.26557705,5241151.335197005,0.32,30,1106 22:18:06
8717,6246525.26557705,5241151.335197005,0.22,0,1106 22:07:59
8717,6246525.26557705,5241151.335197005,0.32,0,1106 21:57:57
8717,6246525.26557705,5241151.335197005,0.32,0,1106 21:47:57
8717,6246525.26557705,5241151.335197005,0.32,0,1106 21:37:56
8717,6246525.26557705,5241151.335197005,0.11,118,1106 21:27:54
8717,6246525.26557705,5241151.335197005,0.11,0,1106 21:17:55
8717,6246525.26557705,5241151.335197005,0.22,91,1106 19:27:46
8717,6246525.26557705,5241151.335197005,0.32,338,1106 19:17:47
8717,6246525.26557705,5241151.335197005,0.11,0,1106 19:07:48
8717,6246525.26557705,5241151.335197005,0.0,81,1106 18:57:43
8717,6246525.26557705,5241151.335197005,0.32,0,1106 18:47:56
8717,6246525.26557705,5241151.335197005,0.32,0,1106 18:37:58
8717,6246525.26557705,5241151.335197005,0.22,0,1106 18:27:52
8717,6246525.26557705,5241151.335197005,0.32,301,1106 18:17:53
8717,6246525.26557705,5241151.335197005,0.32,119,1106 18:07:49
8717,6246525.26557705,5241151.335197005,0.11,0,1106 17:57:42
8717,6246525.26557705,5241151.335197005,0.22,0,1106 17:47:42
8717,6246525.26557705,5241151.335197005,0.11,0,1106 17:37:41
8717,6246525.26557705,5241151.335197005,0.0,0,1106 17:27:39
8717,6246525.26557705,5241151.335197005,0.32,264,1106 17:17:34
8717,6246525.26557705,5241151.335197005,0.22,71,1106 17:07:34
8717,6246525.26557705,5241151.335197005,0.22,0,1106 16:57:38
8717,6246525.26557705,5241151.335197005,0.32,202,1106 16:37:34
8717,6246525.26557705,5241151.335197005,0.32,0,1106 16:27:33
8717,6246525.26557705,5241151.335197005,0.22,0,1106 16:17:33
8717,6246525.26557705,5241151.335197005,0.32,144,1106 16:07:30
8717,6246525.26557705,5241151.335197005,0.0,0,1106 15:47:25
8717,6246525.26557705,5241151.335197005,0.11,0,1106 15:37:28
8717,6246525.26557705,5241151.335197005,0.22,0,1106 15:27:26
8717,6246525.26557705,5241151.335197005,0.0,0,1106 15:17:43
8717,6246525.26557705,5241151.335197005,0.0,0,1106 14:57:16
8717,6246525.26557705,5241151.335197005,0.0,0,1106 14:47:30
8717,6246525.26557705,5241151.335197005,0.0,0,1106 14:37:27
8717,6246525.26557705,5241151.335197005,0.11,0,1106 14:27:17
8717,6246525.26557705,5241151.335197005,0.0,0,1106 14:17:19
8717,6246525.26557705,5241151.335197005,0.32,0,1106 14:07:15
8717,6246525.26557705,5241151.335197005,0.32,0,1106 13:57:20
8717,6246525.26557705,5241151.335197005,0.32,0,1106 13:47:11
8717,6246525.26557705,5241151.335197005,0.22,0,1106 13:37:11
8717,6246525.26557705,5241151.335197005,0.0,206,1106 13:27:09
8717,6246525.26557705,5241151.335197005,0.0,0,1106 13:07:10
8717,6246525.26557705,5241151.335197005,0.0,225,1106 12:57:06
8717,6246525.26557705,5241151.335197005,0.0,209,1106 12:47:07
8717,6246525.26557705,5241151.335197005,0.32,210,1106 12:37:06
8717,6246525.26557705,5241151.335197005,0.22,189,1106 12:27:00
8717,6246525.26557705,5241151.335197005,0.0,0,1106 12:17:02
8717,6246525.26557705,5241151.335197005,0.0,234,1106 12:07:34
8717,6246525.26557705,5241151.335197005,0.0,0,1106 11:57:16
8717,6246525.26557705,5241151.335197005,0.11,0,1106 11:47:07
8717,6246525.26557705,5241151.335197005,0.11,0,1106 11:37:07
8717,6246525.26557705,5241151.335197005,0.11,91,1106 11:27:47
8717,6246525.26557705,5241151.335197005,0.22,0,1106 11:06:58
8717,6246525.26557705,5241151.335197005,0.22,0,1106 10:56:58
8717,6246525.26557705,5241151.335197005,0.11,0,1106 10:36:55
8717,6246525.26557705,5241151.335197005,0.11,203,1106 10:27:04
8717,6246525.26557705,5241151.335197005,0.11,115,1106 10:16:54
8717,6246525.26557705,5241151.335197005,0.0,182,1106 10:06:52
8717,6246525.26557705,5241151.335197005,0.11,227,1106 09:56:52
8717,6246525.26557705,5241151.335197005,0.0,0,1106 09:46:50
8717,6246525.26557705,5241151.335197005,0.22,7,1106 09:36:48
8717,6246525.26557705,5241151.335197005,0.0,91,1106 09:26:49
8717,6246525.26557705,5241151.335197005,0.0,165,1106 09:16:48
8717,6246525.26557705,5241151.335197005,0.11,0,1106 09:06:48
8717,6246525.26557705,5241151.335197005,0.0,0,1106 08:57:27
8717,6246525.26557705,5241151.335197005,2.37,279,1106 08:36:44
8717,6246525.26557705,5241151.335197005,0.0,266,1106 08:26:46
8717,6246525.26557705,5241151.335197005,0.0,236,1106 08:16:43
8717,6246525.26557705,5241151.335197005,0.11,8,1106 08:06:40
8717,6246525.26557705,5241151.335197005,2.32,166,1106 07:56:42
8717,6246525.26557705,5241151.335197005,0.22,183,1106 07:46:43
8717,6246525.26557705,5241151.335197005,0.0,0,1106 07:26:49
8717,6246525.26557705,5241151.335197005,0.22,201,1106 07:06:40
8717,6246525.26557705,5241151.335197005,0.0,0,1106 06:56:39
8717,6246525.26557705,5241151.335197005,0.32,276,1106 06:46:52
8717,6246525.26557705,5241151.335197005,0.32,276,1106 06:46:39
8717,6246525.26557705,5241151.335197005,0.22,71,1106 06:26:40
8717,6246525.26557705,5241151.335197005,0.22,0,1106 06:16:40
8717,6246525.26557705,5241151.335197005,0.32,0,1106 06:06:54
8717,6246525.26557705,5241151.335197005,0.11,190,1106 05:56:36
8717,6246525.26557705,5241151.335197005,0.22,127,1106 05:46:35
8717,6246525.26557705,5241151.335197005,0.22,114,1106 05:36:32
8717,6246525.26557705,5241151.335197005,0.32,117,1106 05:26:51
8717,6246525.26557705,5241151.335197005,0.32,312,1106 05:06:30
8717,6246525.26557705,5241151.335197005,0.11,124,1106 04:56:28
8717,6246525.26557705,5241151.335197005,0.11,116,1106 04:46:29
8717,6246525.26557705,5241151.335197005,0.32,135,1106 04:36:27
8717,6246525.26557705,5241151.335197005,0.22,133,1106 04:27:23
8717,6246525.26557705,5241151.335197005,0.22,0,1106 03:56:23
8717,6246525.26557705,5241151.335197005,0.32,0,1106 03:46:25
8717,6246525.26557705,5241151.335197005,0.32,0,1106 03:36:25
8717,6246525.26557705,5241151.335197005,0.11,315,1106 03:26:18
8717,6246525.26557705,5241151.335197005,0.0,0,1106 03:16:56
8717,6246525.26557705,5241151.335197005,0.0,134,1106 02:56:16
8717,6246525.26557705,5241151.335197005,0.11,0,1106 02:46:15
8717,6246525.26557705,5241151.335197005,0.0,0,1106 02:36:16
8717,6246525.26557705,5241151.335197005,0.22,176,1106 02:26:12
8717,6246525.26557705,5241151.335197005,0.11,0,1106 02:16:18
8717,6246525.26557705,5241151.335197005,0.0,0,1106 02:06:17
8717,6246525.26557705,5241151.335197005,0.11,115,1106 01:56:15
8717,6246525.26557705,5241151.335197005,0.11,0,1106 01:46:33
8717,6246525.26557705,5241151.335197005,0.11,276,1106 01:26:13
8717,6246525.26557705,5241151.335197005,0.32,242,1106 01:16:13
8717,6246525.26557705,5241151.335197005,0.11,0,1106 01:06:11
8717,6246525.26557705,5241151.335197005,0.11,0,1106 00:56:08
8717,6246525.26557705,5241151.335197005,0.22,312,1106 00:46:12
8717,6246525.26557705,5241151.335197005,0.32,244,1106 00:36:12
8717,6246525.26557705,5241151.335197005,0.11,30,1106 00:26:09
8717,6246525.26557705,5241151.335197005,0.11,0,1106 00:16:10
8717,6246525.26557705,5241151.335197005,0.11,145,1106 00:06:09
8717,6246525.26557705,5241151.335197005,0.11,0,1105 23:56:13
8717,6246525.26557705,5241151.335197005,0.0,0,1105 23:46:03
8717,6246525.26557705,5241151.335197005,0.32,81,1105 23:36:00
8717,6246525.26557705,5241151.335197005,0.22,91,1105 23:26:01
8717,6246525.26557705,5241151.335197005,0.22,0,1105 23:16:38
8717,6246525.26557705,5241151.335197005,0.11,91,1105 22:55:56
8717,6246525.26557705,5241151.335197005,0.0,20,1105 22:45:56
8717,6246525.26557705,5241151.335197005,0.11,20,1105 22:35:57
8717,6246525.26557705,5241151.335197005,0.22,30,1105 22:25:56
8717,6246525.26557705,5241151.335197005,0.11,20,1105 22:15:55
8717,6246525.26557705,5241151.335197005,0.32,0,1105 22:05:53
8717,6246525.26557705,5241151.335197005,0.11,0,1105 21:55:52
8717,6246525.26557705,5241151.335197005,0.11,20,1105 21:47:42
8717,6246525.26557705,5241151.335197005,0.11,5,1105 21:25:49
8717,6246525.26557705,5241151.335197005,0.11,312,1105 21:15:51
8717,6246525.26557705,5241151.335197005,0.22,264,1105 21:05:46
8717,6246525.26557705,5241151.335197005,0.0,226,1105 20:55:49
8717,6246525.26557705,5241151.335197005,0.11,266,1105 20:45:51
8717,6246525.26557705,5241151.335197005,0.11,0,1105 20:25:48
8717,6246525.26557705,5241151.335197005,0.22,0,1105 20:15:49
8717,6246525.26557705,5241151.335197005,0.32,264,1105 19:55:43
8717,6246525.26557705,5241151.335197005,0.11,0,1105 19:45:44
8717,6246525.26557705,5241151.335197005,0.11,0,1105 19:35:44
8717,6246525.26557705,5241151.335197005,0.11,296,1105 19:26:08
8717,6246525.26557705,5241151.335197005,0.0,293,1105 19:05:42
8717,6246525.26557705,5241151.335197005,0.0,0,1105 18:56:01
8717,6246525.26557705,5241151.335197005,0.0,0,1105 18:35:41
8717,6246525.26557705,5241151.335197005,0.0,81,1105 18:25:42
8717,6246525.26557705,5241151.335197005,0.22,0,1105 18:15:38
8717,6246525.26557705,5241151.335197005,0.0,0,1105 18:06:06
8717,6246525.26557705,5241151.335197005,0.11,0,1105 17:55:40
8717,6246525.26557705,5241151.335197005,0.11,0,1105 17:45:38
8717,6246525.26557705,5241151.335197005,0.11,0,1105 17:35:37
8717,6246525.26557705,5241151.335197005,0.0,0,1105 17:25:36
8717,6246525.26557705,5241151.335197005,0.0,0,1105 17:15:35
8717,6246525.26557705,5241151.335197005,0.32,0,1105 17:05:36
8717,6246525.26557705,5241151.335197005,0.11,0,1105 16:55:40
8717,6246525.26557705,5241151.335197005,0.0,0,1105 16:35:38
8717,6246525.26557705,5241151.335197005,0.11,0,1105 16:25:36
8717,6246525.26557705,5241151.335197005,0.22,0,1105 16:15:36
8717,6246525.26557705,5241151.335197005,0.0,0,1105 16:05:36
8717,6246525.26557705,5241151.335197005,0.0,0,1105 15:55:32
8717,6246525.26557705,5241151.335197005,0.11,0,1105 15:45:35
8717,6246525.26557705,5241151.335197005,0.32,309,1105 15:35:34
