渔船ID,x,y,速度,方向,time
7416,6324770.359250357,5273333.643602069,10.09,243,1110 11:56:22
7416,6327494.140936458,5274745.447535152,9.5,242,1110 11:46:18
7416,6330116.668016941,5276158.454032264,8.58,238,1110 11:36:30
7416,6335460.75102152,5278986.330537419,10.09,242,1110 11:16:17
7416,6338283.209718227,5280510.478610043,8.58,245,1110 11:06:17
7416,6340903.987497303,5282145.642595145,10.09,254,1110 10:56:15
7416,6343624.762463642,5283781.289705741,10.09,236,1110 10:46:16
7416,6346345.0790890325,5285527.3161453735,9.39,235,1110 10:36:14
7416,6348964.264010976,5287383.957609355,10.09,243,1110 10:26:15
7416,6351884.028552396,5288912.059627397,9.01,238,1110 10:16:12
7416,6354602.096933108,5290550.984583283,9.88,240,1110 10:06:12
7416,6357218.816790452,5292081.267276952,9.88,242,1110 09:56:10
7416,6359834.937635277,5293612.295804392,9.71,240,1110 09:46:08
7416,6362349.910987402,5295144.155900861,9.28,241,1110 09:36:31
7416,6365266.308338502,5296347.666153947,9.88,257,1110 09:26:08
7416,6367780.140737698,5297881.000504026,10.09,241,1110 09:16:08
7416,6370293.410739727,5299743.861731779,10.09,235,1110 09:06:07
7416,6372906.52141251,5301278.6145346295,9.17,241,1110 08:56:07
7416,6375518.989642294,5302923.732195816,9.88,238,1110 08:46:04
7416,6378231.28466837,5304569.674724297,10.09,234,1110 08:36:03
7416,6381043.367784749,5306216.523190253,2.21,243,1110 08:26:03
7416,6383653.847099963,5307863.976999024,9.28,243,1110 08:16:01
7416,6386263.80035225,5309402.542277996,8.47,245,1110 08:06:01
7416,6388873.43993323,5310722.560994276,9.39,247,1110 07:56:01
7416,6391482.385205532,5312152.952959721,9.88,239,1110 07:45:58
7416,6394090.570007257,5313693.730341954,10.09,237,1110 07:35:58
7416,6396597.747195188,5315234.992145669,9.5,236,1110 07:25:59
7416,6399104.100241789,5316886.605353703,9.88,240,1110 07:15:59
7416,6401710.444465227,5318429.557611002,9.39,238,1110 07:05:56
7416,6404215.538087866,5320082.587918703,7.07,235,1110 06:55:57
7416,6406820.639063285,5321626.998594828,9.71,233,1110 06:45:53
7416,6409424.801481618,5323281.828814041,9.77,240,1110 06:35:53
7416,6412028.643189887,5324827.722620228,9.71,242,1110 06:25:54
7416,6414632.228959171,5326264.666543433,9.61,238,1110 06:15:52
7416,6417334.761035828,5327922.189864528,9.88,237,1110 06:05:52
7416,6417334.761035828,5327922.189864528,9.88,237,1110 06:05:51
7416,6420037.010939114,5329470.81573407,9.88,239,1110 05:55:51
7416,6422838.885055628,5331020.751021318,10.09,242,1110 05:45:47
7416,6425439.111490788,5332680.146329312,10.09,237,1110 05:35:46
7416,6428239.639208523,5334231.720800408,10.09,240,1110 05:25:44
7416,6430839.023154702,5335782.940050603,7.39,218,1110 05:15:42
7416,6433339.125799913,5337005.1143666785,9.39,247,1110 05:06:11
7416,6435836.032391114,5338776.563915132,9.28,231,1110 04:55:46
7416,6438232.616784875,5340438.314909775,9.5,234,1110 04:45:44
7416,6440628.579097765,5342100.710230041,8.58,232,1110 04:35:43
7416,6443125.302346546,5343544.997582818,9.17,253,1110 04:25:44
7416,6445620.205437575,5345209.441966642,10.09,235,1110 04:15:46
7416,6448314.750298687,5346876.124637699,9.77,239,1110 04:05:42
7416,6450909.802840603,5348323.303245208,3.4,247,1110 03:55:41
7416,6453304.018107782,5349769.557665898,9.12,236,1110 03:45:34
7416,6455698.402378775,5351106.680693984,8.58,240,1110 03:35:36
7416,6457991.446110915,5352553.310745048,8.47,239,1110 03:25:33
7416,6460283.966333793,5354000.518938377,7.29,238,1110 03:15:32
7416,6462576.735812957,5355338.536786906,7.99,242,1110 03:05:30
7416,6464869.019937517,5356677.124900606,7.99,240,1110 02:55:33
7416,6467160.818038638,5358016.283054268,8.8,232,1110 02:45:40
7416,6469452.1294476865,5359356.011022455,8.31,244,1110 02:35:29
7416,6471742.953496227,5360696.308579509,4.21,233,1110 02:25:29
7416,6473933.265044107,5362036.1445248,7.77,239,1110 02:15:55
7416,6478412.489447008,5364718.463892318,7.39,239,1110 02:05:51
7416,6478412.489447008,5364718.463892318,7.61,239,1110 01:55:28
7416,6480602.3171075275,5365950.098062312,7.18,239,1110 01:45:18
7416,6482691.731489595,5367181.13060596,7.77,230,1110 01:35:23
7416,6484879.740435072,5368523.578976258,7.61,244,1110 01:25:21
7416,6486968.303828558,5369755.583436612,7.77,239,1110 01:15:19
7416,6489155.402362186,5371099.052757385,5.88,235,1110 01:05:16
7416,6491243.112603952,5372332.028388807,8.09,245,1110 00:55:18
7416,6493429.2984318985,5373676.5178619465,5.29,239,1110 00:45:10
7416,6495516.153360055,5374910.463917429,2.21,245,1110 00:35:18
7416,6497702.50322474,5376146.15082861,7.39,240,1110 00:25:08
7416,6499788.51897765,5377381.0634572515,5.88,234,1110 00:15:05
