渔船ID,x,y,速度,方向,time
8420,6274751.59122016,5278069.53634014,0.0,0,1030 23:57:01
8420,6274751.59122016,5278069.53634014,0.0,0,1030 23:47:01
8420,6274751.59122016,5278069.53634014,0.0,0,1030 23:37:01
8420,6274751.59122016,5278069.53634014,0.0,0,1030 23:27:01
8420,6274751.59122016,5278069.53634014,0.0,0,1030 23:17:01
8420,6274751.59122016,5278069.53634014,0.05,0,1030 23:07:01
8420,6274751.59122016,5278069.53634014,0.0,0,1030 22:57:00
8420,6274751.59122016,5278069.53634014,0.0,0,1030 22:47:01
8420,6274751.59122016,5278069.53634014,0.0,0,1030 22:38:00
8420,6274751.59122016,5278069.53634014,0.0,0,1030 22:28:01
8420,6274751.59122016,5278069.53634014,0.05,0,1030 22:18:58
8420,6274751.59122016,5278069.53634014,0.0,0,1030 22:08:00
8420,6274751.59122016,5278069.53634014,0.0,0,1030 21:58:00
8420,6274751.59122016,5278069.53634014,0.0,0,1030 21:48:00
8420,6274751.59122016,5278069.53634014,0.0,0,1030 21:38:00
8420,6274751.59122016,5278069.53634014,0.0,0,1030 21:28:00
8420,6274751.59122016,5278069.53634014,0.0,0,1030 21:18:00
8420,6274751.59122016,5278069.53634014,0.0,0,1030 21:08:00
8420,6274751.59122016,5278069.53634014,0.0,0,1030 20:58:01
8420,6274751.59122016,5278069.53634014,0.0,0,1030 20:48:01
8420,6274751.59122016,5278069.53634014,0.05,0,1030 20:38:01
8420,6274751.59122016,5278069.53634014,0.0,0,1030 20:28:01
8420,6274751.59122016,5278069.53634014,0.0,0,1030 20:18:58
8420,6274751.59122016,5278069.53634014,0.0,0,1030 20:08:32
8420,6274751.59122016,5278069.53634014,0.0,0,1030 19:48:01
8420,6274751.59122016,5278069.53634014,0.0,0,1030 19:38:01
8420,6274751.59122016,5278069.53634014,0.0,0,1030 19:28:01
8420,6274751.59122016,5278069.53634014,0.05,0,1030 19:18:01
8420,6274751.59122016,5278069.53634014,0.0,0,1030 19:08:01
8420,6274751.59122016,5278069.53634014,0.0,0,1030 18:58:01
8420,6274751.59122016,5278069.53634014,0.0,0,1030 18:48:01
8420,6274751.59122016,5278069.53634014,0.0,0,1030 18:38:01
8420,6274751.59122016,5278069.53634014,0.0,0,1030 18:28:01
